name,date,vpdmax
wg_rg001,2000-01-01T07:00:00Z,14.795000076293945
wg_rg001,2000-01-02T07:00:00Z,15.972999572753906
wg_rg001,2000-01-03T07:00:00Z,6.473999977111816
wg_rg001,2000-01-04T07:00:00Z,9.66100025177002
wg_rg001,2000-01-05T07:00:00Z,14.342000007629395
wg_rg001,2000-01-06T07:00:00Z,20.83300018310547
wg_rg001,2000-01-07T07:00:00Z,12.293000221252441
wg_rg001,2000-01-08T07:00:00Z,12.706999778747559
wg_rg001,2000-01-09T07:00:00Z,16.83799934387207
wg_rg001,2000-01-10T07:00:00Z,18.485000610351563
wg_rg001,2000-01-11T07:00:00Z,23.07200050354004
wg_rg001,2000-01-12T07:00:00Z,25.159000396728516
wg_rg001,2000-01-13T07:00:00Z,25.44300079345703
wg_rg001,2000-01-14T07:00:00Z,26.922000885009766
wg_rg001,2000-01-15T07:00:00Z,23.108999252319336
wg_rg001,2000-01-16T07:00:00Z,31.58099937438965
wg_rg001,2000-01-17T07:00:00Z,34.18000030517578
wg_rg001,2000-01-18T07:00:00Z,32.071998596191406
wg_rg001,2000-01-19T07:00:00Z,29.725000381469727
wg_rg001,2000-01-20T07:00:00Z,29.246000289916992
wg_rg001,2000-01-21T07:00:00Z,26.961000442504883
wg_rg001,2000-01-22T07:00:00Z,19.020999908447266
wg_rg001,2000-01-23T07:00:00Z,16.358999252319336
wg_rg001,2000-01-24T07:00:00Z,22.33300018310547
wg_rg001,2000-01-25T07:00:00Z,25.304000854492188
wg_rg001,2000-01-26T07:00:00Z,28.423999786376953
wg_rg001,2000-01-27T07:00:00Z,18.601999282836914
wg_rg001,2000-01-28T07:00:00Z,17.0049991607666
wg_rg001,2000-01-29T07:00:00Z,17.235000610351563
wg_rg001,2000-01-30T07:00:00Z,19.582000732421875
wg_rg001,2000-01-31T07:00:00Z,19.75200080871582
wg_rg001,2000-02-01T07:00:00Z,14.006999969482422
wg_rg001,2000-02-02T07:00:00Z,14.534000396728516
wg_rg001,2000-02-03T07:00:00Z,16.47599983215332
wg_rg001,2000-02-04T07:00:00Z,22.384000778198242
wg_rg001,2000-02-05T07:00:00Z,27.065000534057617
wg_rg001,2000-02-06T07:00:00Z,25.54599952697754
wg_rg001,2000-02-07T07:00:00Z,25.45599937438965
wg_rg001,2000-02-08T07:00:00Z,27.913999557495117
wg_rg001,2000-02-09T07:00:00Z,24.937000274658203
wg_rg001,2000-02-10T07:00:00Z,29.44300079345703
wg_rg001,2000-02-11T07:00:00Z,27.138999938964844
wg_rg001,2000-02-12T07:00:00Z,18.636999130249023
wg_rg001,2000-02-13T07:00:00Z,19.55500030517578
wg_rg001,2000-02-14T07:00:00Z,17.117000579833984
wg_rg001,2000-02-15T07:00:00Z,23.875
wg_rg001,2000-02-16T07:00:00Z,30.895999908447266
wg_rg001,2000-02-17T07:00:00Z,29.496000289916992
wg_rg001,2000-02-18T07:00:00Z,19.635000228881836
wg_rg001,2000-02-19T07:00:00Z,24.19499969482422
wg_rg001,2000-02-20T07:00:00Z,27.461999893188477
wg_rg001,2000-02-21T07:00:00Z,27.775999069213867
wg_rg001,2000-02-22T07:00:00Z,18.145000457763672
wg_rg001,2000-02-23T07:00:00Z,10.298999786376953
wg_rg001,2000-02-24T07:00:00Z,22.97100067138672
wg_rg001,2000-02-25T07:00:00Z,10.902000427246094
wg_rg001,2000-02-26T07:00:00Z,11.411999702453613
wg_rg001,2000-02-27T07:00:00Z,21.38599967956543
wg_rg001,2000-02-28T07:00:00Z,31.49799919128418
wg_rg001,2000-02-29T07:00:00Z,19.003000259399414
wg_rg001,2000-03-01T07:00:00Z,21.7189998626709
wg_rg001,2000-03-02T07:00:00Z,22.368000030517578
wg_rg001,2000-03-03T07:00:00Z,22.96500015258789
wg_rg001,2000-03-04T07:00:00Z,28.065000534057617
wg_rg001,2000-03-05T07:00:00Z,28.05900001525879
wg_rg001,2000-03-06T07:00:00Z,11.501999855041504
wg_rg001,2000-03-07T07:00:00Z,11.739999771118164
wg_rg001,2000-03-08T07:00:00Z,7.370999813079834
wg_rg001,2000-03-09T07:00:00Z,17.724000930786133
wg_rg001,2000-03-10T07:00:00Z,16.8799991607666
wg_rg001,2000-03-11T07:00:00Z,18.2450008392334
wg_rg001,2000-03-12T07:00:00Z,26.988000869750977
wg_rg001,2000-03-13T07:00:00Z,34.180999755859375
wg_rg001,2000-03-14T07:00:00Z,26.597000122070313
wg_rg001,2000-03-15T07:00:00Z,30.054000854492188
wg_rg001,2000-03-16T07:00:00Z,30.417999267578125
wg_rg001,2000-03-17T07:00:00Z,26.96500015258789
wg_rg001,2000-03-18T07:00:00Z,25.222999572753906
wg_rg001,2000-03-19T07:00:00Z,26.36400032043457
wg_rg001,2000-03-20T07:00:00Z,25.990999221801758
wg_rg001,2000-03-21T07:00:00Z,23.72800064086914
wg_rg001,2000-03-22T07:00:00Z,14.37399959564209
wg_rg001,2000-03-23T07:00:00Z,12.685999870300293
wg_rg001,2000-03-24T07:00:00Z,21.312999725341797
wg_rg001,2000-03-25T07:00:00Z,30.7810001373291
wg_rg001,2000-03-26T07:00:00Z,30.990999221801758
wg_rg001,2000-03-27T07:00:00Z,30.993000030517578
wg_rg001,2000-03-28T07:00:00Z,34.222999572753906
wg_rg001,2000-03-29T07:00:00Z,18.54800033569336
wg_rg001,2000-03-30T07:00:00Z,27.115999221801758
wg_rg001,2000-03-31T07:00:00Z,29.076000213623047
wg_rg001,2000-04-01T07:00:00Z,17.92799949645996
wg_rg001,2000-04-02T07:00:00Z,15.477999687194824
wg_rg001,2000-04-03T07:00:00Z,20.680999755859375
wg_rg001,2000-04-04T07:00:00Z,28.31800079345703
wg_rg001,2000-04-05T07:00:00Z,39.64099884033203
wg_rg001,2000-04-06T07:00:00Z,40.45800018310547
wg_rg001,2000-04-07T07:00:00Z,35.321998596191406
wg_rg001,2000-04-08T07:00:00Z,39.85100173950195
wg_rg001,2000-04-09T07:00:00Z,29.56999969482422
wg_rg001,2000-04-10T07:00:00Z,39.117000579833984
wg_rg001,2000-04-11T07:00:00Z,37.16299819946289
wg_rg001,2000-04-12T07:00:00Z,31.812999725341797
wg_rg001,2000-04-13T07:00:00Z,33.659000396728516
wg_rg001,2000-04-14T07:00:00Z,42.790000915527344
wg_rg001,2000-04-15T07:00:00Z,34.46900177001953
wg_rg001,2000-04-16T07:00:00Z,28.114999771118164
wg_rg001,2000-04-17T07:00:00Z,37.90800094604492
wg_rg001,2000-04-18T07:00:00Z,40.11800003051758
wg_rg001,2000-04-19T07:00:00Z,30.06100082397461
wg_rg001,2000-04-20T07:00:00Z,28.020999908447266
wg_rg001,2000-04-21T07:00:00Z,43.45899963378906
wg_rg001,2000-04-22T07:00:00Z,45.073001861572266
wg_rg001,2000-04-23T07:00:00Z,24.986000061035156
wg_rg001,2000-04-24T07:00:00Z,37.249000549316406
wg_rg001,2000-04-25T07:00:00Z,43.487998962402344
wg_rg001,2000-04-26T07:00:00Z,49.792999267578125
wg_rg001,2000-04-27T07:00:00Z,56.617000579833984
wg_rg001,2000-04-28T07:00:00Z,55.5359992980957
wg_rg001,2000-04-29T07:00:00Z,48.82099914550781
wg_rg001,2000-04-30T07:00:00Z,37.99800109863281
wg_rg001,2000-05-01T07:00:00Z,37.0890007019043
wg_rg001,2000-05-02T07:00:00Z,44.63800048828125
wg_rg001,2000-05-03T07:00:00Z,52.20399856567383
wg_rg001,2000-05-04T07:00:00Z,52.882999420166016
wg_rg001,2000-05-05T07:00:00Z,55.33700180053711
wg_rg001,2000-05-06T07:00:00Z,51.4370002746582
wg_rg001,2000-05-07T07:00:00Z,48.63600158691406
wg_rg001,2000-05-08T07:00:00Z,48.29499816894531
wg_rg001,2000-05-09T07:00:00Z,42.26499938964844
wg_rg001,2000-05-10T07:00:00Z,48.650001525878906
wg_rg001,2000-05-11T07:00:00Z,51.34700012207031
wg_rg001,2000-05-12T07:00:00Z,40.9640007019043
wg_rg001,2000-05-13T07:00:00Z,37.35200119018555
wg_rg001,2000-05-14T07:00:00Z,45.90800094604492
wg_rg001,2000-05-15T07:00:00Z,57.47999954223633
wg_rg001,2000-05-16T07:00:00Z,62.20199966430664
wg_rg001,2000-05-17T07:00:00Z,41.922000885009766
wg_rg001,2000-05-18T07:00:00Z,34.527000427246094
wg_rg001,2000-05-19T07:00:00Z,39.222999572753906
wg_rg001,2000-05-20T07:00:00Z,41.895999908447266
wg_rg001,2000-05-21T07:00:00Z,46.20899963378906
wg_rg001,2000-05-22T07:00:00Z,57.15800094604492
wg_rg001,2000-05-23T07:00:00Z,62.50600051879883
wg_rg001,2000-05-24T07:00:00Z,58.659000396728516
wg_rg001,2000-05-25T07:00:00Z,54.05699920654297
wg_rg001,2000-05-26T07:00:00Z,45.42100143432617
wg_rg001,2000-05-27T07:00:00Z,46.21200180053711
wg_rg001,2000-05-28T07:00:00Z,53.233001708984375
wg_rg001,2000-05-29T07:00:00Z,67.625
wg_rg001,2000-05-30T07:00:00Z,71.24500274658203
wg_rg001,2000-05-31T07:00:00Z,62.827999114990234
wg_rg001,2000-06-01T07:00:00Z,57.67900085449219
wg_rg001,2000-06-02T07:00:00Z,49.784000396728516
wg_rg001,2000-06-03T07:00:00Z,43.380001068115234
wg_rg001,2000-06-04T07:00:00Z,54.92599868774414
wg_rg001,2000-06-05T07:00:00Z,61.78799819946289
wg_rg001,2000-06-06T07:00:00Z,57.986000061035156
wg_rg001,2000-06-07T07:00:00Z,53.49599838256836
wg_rg001,2000-06-08T07:00:00Z,55.749000549316406
