lev_timestamp,site_no,station_nm,y,x,name,agency_cd,site_tp_cd,lev_va,sl_lev_va,sl_datum_cd,lev_status_cd,lev_agency_cd,lev_dt_acy_cd,lev_acy_cd,lev_src_cd,lev_meth_cd,lev_age_cd,timestamp_quarter,baseline_value,relative_to_baseline,ObjectId
1/16/18,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,140.34,null,null,1,USDA,m,1,A,T,A,1,137.719,Greater,1961
4/12/18,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,140.73,null,null,1,USDA,m,1,A,T,A,1,138.324,Greater,1964
1/30/19,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,141.18,null,null,1,USDA,m,1,A,T,A,1,138.58363636363637,Greater,1967
3/27/19,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,141.44,null,null,1,USDA,m,1,A,T,A,1,138.8216666666667,Greater,1970
5/3/07,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,131.93,null,null,1,USGS,m,2,S,V,A,2,null,null,1973
5/22/08,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,132.39,null,null,1,USGS,m,2,S,V,A,2,null,null,1976
6/10/09,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,133.57,null,null,1,USGS,m,2,S,V,A,2,null,null,1979
5/12/10,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,134.55,null,null,1,USGS,m,2,S,T,A,2,133.11,Greater,1982
6/28/11,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,135.37,null,null,1,USDA,m,1,A,T,A,2,133.56199999999998,Greater,1985
6/19/12,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,136.06,null,null,1,USDA,m,1,A,T,A,2,133.97833333333332,Greater,1988
6/6/13,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,136.95,null,null,1,USDA,m,1,A,T,A,2,134.40285714285713,Greater,1991
6/3/14,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,137.79,null,null,1,USDA,m,1,A,T,A,2,135.23999999999998,Greater,1994
6/30/15,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,138.49,null,null,1,USDA,m,1,A,T,A,2,136.11142857142858,Greater,1997
6/29/16,3.1283E+14,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],31.475,-110.1730278,RANCH SHALLOW,USGS,GW,139.36,null,null,1,USDA,m,1,A,T,A,2,136.93857142857144,Greater,2000
9/13/13,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,118.66,null,null,1,USDA,m,1,A,T,A,3,122.80666666666667,Less,2001
9/15/14,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,119.3,null,null,1,USDA,m,1,A,T,A,3,117.69,Greater,2004
9/29/15,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,119.76,null,null,1,USDA,m,1,A,T,A,3,117.98571428571428,Greater,2007
10/3/17,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,120.18,null,null,1,USDA,m,1,A,T,A,3,118.92333333333335,Greater,2010
10/6/20,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,121.5,null,null,1,USGS,m,2,S,V,A,3,120.185,Greater,2014
10/3/22,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,122.35,null,null,1,USGS,m,2,S,V,A,3,null,null,2017
11/13/09,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,116.12,null,null,1,USGS,m,2,S,V,A,4,null,null,2020
1/6/12,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,117.66,null,null,1,USDA,m,1,A,T,A,4,null,null,2023
12/10/13,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,118.85,null,null,1,USDA,m,1,A,T,A,4,null,null,2026
12/15/14,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,119.33,null,null,1,USDA,m,1,A,T,A,4,117.99,Greater,2029
1/4/16,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,119.34,null,null,1,USDA,m,1,A,T,A,4,118.25999999999999,Greater,2032
10/17/16,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,119.74,null,null,1,USDA,m,1,A,T,A,4,118.50666666666666,Greater,2035
11/30/16,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,119.88,null,null,1,USGS,m,2,S,V,A,4,119.13333333333333,Greater,2038
11/6/18,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,120.59,null,null,1,USDA,m,1,A,T,A,4,119.34142857142857,Greater,2042
10/22/21,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,122.02,null,null,1,USGS,m,2,S,V,A,4,120.14999999999999,Greater,2045
11/2/23,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,122.87,null,null,1,USGS,m,2,S,V,P,4,121.34,Greater,2048
4/1/41,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,80.69,null,null,1,null,D,2,null,S,A,1,null,null,2051
2/3/46,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,82.56,null,null,1,null,D,2,null,S,A,1,null,null,2054
4/1/46,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,82.41,null,null,1,null,D,2,null,S,A,1,null,null,2057
2/26/47,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,83.09,null,null,1,null,D,2,null,S,A,1,82.1875,Greater,2060
4/11/51,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,84.09,null,null,1,null,D,2,null,S,A,1,83.0375,Greater,2063
4/9/58,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,86.22,null,null,1,null,D,2,null,S,A,1,null,null,2066
1/17/60,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,86.7,null,null,1,null,D,2,null,S,A,1,null,null,2069
2/21/61,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,88.79,null,null,1,null,D,2,null,S,A,1,null,null,2072
2/22/62,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,86.96,null,null,1,null,D,2,null,S,A,1,87.1675,Less,2075
3/12/63,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,88.38,null,null,P,null,D,2,null,S,A,1,87.41,Greater,2078
2/23/64,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,89.1,null,null,1,null,D,2,null,S,A,1,87.69166666666666,Greater,2081
3/24/65,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,89.55,null,null,1,null,D,2,null,S,A,1,87.95714285714287,Greater,2084
3/20/66,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,91.88,null,null,1,null,D,2,null,S,A,1,88.76571428571427,Greater,2087
3/13/67,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,92.96,null,null,P,null,D,2,null,S,A,1,89.66,Greater,2090
3/14/68,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,96.1,null,null,1,null,D,2,null,S,A,1,90.70428571,Greater,2093
3/16/69,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,98.3,null,null,1,null,D,2,null,S,A,1,92.32428571428571,Greater,2096
2/8/71,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,89,null,null,1,null,D,2,null,Z,A,1,92.41285714285713,Less,2099
2/3/72,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,87.14,null,null,1,null,D,2,null,S,A,1,92.13285714285713,Less,2102
4/5/22,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,97.72,null,null,1,USGS,m,2,S,V,A,1,97.74181818181818,Less,2105
9/26/11,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.65,null,null,1,USDA,m,1,A,T,A,3,233.43428571428572,Greater,2106
11/1/05,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,117.58,null,null,1,USGS,m,2,S,V,A,4,105.59,Greater,2107
3/9/05,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,113.71,null,null,1,USGS,m,2,S,V,A,1,null,null,2108
9/25/12,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.91,null,null,1,USDA,m,1,A,T,A,3,233.4114285714286,Greater,2111
9/10/13,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.93,null,null,1,USDA,m,1,A,T,A,3,233.38857142857142,Greater,2114
9/15/14,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.05,null,null,1,USDA,m,1,A,T,A,3,233.54,Greater,2117
9/29/15,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.8,null,null,1,USDA,m,1,A,T,A,3,233.68428571428572,Greater,2120
10/3/17,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.24,null,null,1,USDA,m,1,A,T,A,3,233.92999999999998,Greater,2123
10/8/20,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.72,null,null,1,USGS,m,2,S,V,A,3,234.20250000000001,Greater,2126
11/8/00,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.1,null,null,1,USGS,m,2,S,V,A,4,null,null,2129
12/5/00,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,231.96,null,null,1,USGS,m,2,S,V,A,4,null,null,2132
12/12/00,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,232.05,null,null,1,USGS,m,2,S,V,A,4,null,null,2135
11/7/02,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,232.72,null,null,1,USGS,m,2,S,V,A,4,232.4575,Greater,2138
12/31/03,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.56,null,null,1,USGS,m,2,S,V,A,4,232.67800000000003,Greater,2143
12/9/04,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.76,null,null,1,USGS,m,2,S,V,A,4,232.85833333333335,Greater,2146
11/9/05,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.94,null,null,1,USGS,m,2,S,V,A,4,233.01285714285714,Greater,2149
12/20/06,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.21,null,null,1,USGS,m,2,S,V,A,4,233.0375,Greater,2152
11/8/07,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,232.57,null,null,1,USGS,m,2,S,V,A,4,232.97125,Less,2155
12/3/08,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,232.77,null,null,1,USGS,m,2,S,V,A,4,233.21857142857144,Less,2158
11/13/09,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.22,null,null,1,USGS,m,2,S,V,A,4,233.29000000000002,Less,2161
11/23/10,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.28,null,null,1,USGS,m,2,S,T,A,4,233.28875000000002,Less,2164
1/6/12,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.73,null,null,1,USDA,m,1,A,T,A,4,233.24571428571426,Greater,2167
12/10/13,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.84,null,null,1,USDA,m,1,A,T,A,4,233.23142857142858,Greater,2170
12/15/14,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.6,null,null,1,USDA,m,1,A,T,A,4,233.40666666666667,Greater,2173
1/4/16,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.5,null,null,1,USDA,m,1,A,T,A,4,233.5283333333333,Less,2176
10/17/16,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.98,null,null,1,USDA,m,1,A,T,A,4,233.59285714285713,Greater,2179
11/6/18,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.35,null,null,1,USDA,m,1,A,T,A,4,233.83333333333334,Greater,2182
10/18/21,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.74,null,null,1,USGS,m,2,S,V,A,4,234.03400000000002,Greater,2185
3/17/10,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,116.26,null,null,1,USGS,m,2,S,T,A,1,null,null,2188
3/17/11,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,117.17,null,null,1,USDA,m,1,A,T,A,1,null,null,2191
4/11/12,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,117.88,null,null,1,USDA,m,1,A,T,A,1,null,null,2194
1/15/13,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,118.31,null,null,1,USDA,m,1,A,T,A,1,117.405,Greater,2197
3/19/13,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,118.35,null,null,1,USDA,m,1,A,T,A,1,117.59400000000001,Greater,2200
3/12/14,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,119.03,null,null,1,USDA,m,1,A,T,A,1,117.83333333333333,Greater,2203
4/2/15,3.1321E+14,D-22-21 11BDA1 [SB RANCH],31.5361111,-110.1825,SB RANCH,USGS,GW,119.45,null,null,1,USDA,m,1,A,T,A,1,118.06428571428572,Greater,2206
9/27/10,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,94.96,null,null,1,USGS,m,2,S,V,A,3,95.114,Less,2208
1/11/06,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,111.43,null,null,1,USGS,m,2,S,V,A,4,106.56333333333333,Greater,2217
9/26/11,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,95.09,null,null,1,USDA,m,1,A,T,A,3,94.6925,Greater,2218
2/6/06,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,111.47,null,null,1,USGS,m,2,S,V,A,1,null,null,2219
2/15/24,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,96.84,null,null,1,USGS,m,2,S,V,P,1,97.682,Less,2220
6/22/11,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,59.28,null,null,1,USDA,m,1,A,T,A,2,97.2925,Less,2222
11/29/06,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,120.28,null,null,1,USGS,m,2,S,V,A,4,111.855,Greater,2231
11/6/07,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,115.22,null,null,1,USGS,m,2,S,V,A,4,112.33571428571429,Greater,2234
11/6/08,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,70.08,null,null,1,USGS,m,2,S,V,A,4,107.05375000000001,Less,2237
11/13/09,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,78.07,null,null,1,USGS,m,2,S,V,A,4,103.83333333333333,Less,2240
11/12/10,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,37.7,null,null,1,USGS,m,2,S,T,A,4,97.22,Less,2243
1/6/12,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,69.83,null,null,1,USDA,m,1,A,T,A,4,90.02375,Less,2246
12/9/13,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,81.53,null,null,1,USDA,m,1,A,T,A,4,75.40499999999999,Greater,2249
12/15/14,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,46.66,null,null,1,USDA,m,1,A,T,A,4,63.97833333333333,Less,2252
1/4/16,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,54.93,null,null,1,USDA,m,1,A,T,A,4,61.453333333333326,Less,2255
10/18/16,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,68.86,null,null,1,USDA,m,1,A,T,A,4,62.51142857142856,Greater,2258
3/2/01,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,232.37,null,null,1,USGS,m,2,S,V,A,1,null,null,2261
1/15/02,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,232.32,null,null,1,USGS,m,2,S,V,A,1,null,null,2264
3/19/03,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,232.84,null,null,1,USGS,m,2,S,V,A,1,null,null,2267
4/6/05,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.86,null,null,1,USGS,m,2,S,V,A,1,232.8475,Greater,2270
2/14/06,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.87,null,null,1,USGS,m,2,S,V,A,1,233.052,Greater,2273
2/19/08,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,232.78,null,null,1,USGS,m,2,S,V,A,1,233.00666666666666,Less,2276
2/25/09,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,232.68,null,null,1,USGS,m,2,S,V,A,1,233.206,Less,2279
3/17/10,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.23,null,null,1,USGS,m,2,S,T,A,1,233.28400000000002,Less,2282
3/17/11,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.25,null,null,1,USDA,m,1,A,T,A,1,233.27833333333334,Less,2285
4/11/12,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.65,null,null,1,USDA,m,1,A,T,A,1,233.24333333333334,Greater,2288
1/15/13,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.06,null,null,1,USDA,m,1,A,T,A,1,233.35999999999999,Greater,2291
3/19/13,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.96,null,null,1,USDA,m,1,A,T,A,1,233.37285714285716,Greater,2294
3/12/14,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.83,null,null,1,USDA,m,1,A,T,A,1,233.43,Greater,2297
4/2/15,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.54,null,null,1,USDA,m,1,A,T,A,1,233.525,Greater,2300
4/12/16,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.65,null,null,1,USDA,m,1,A,T,A,1,233.64625,Greater,2303
2/1/17,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,233.99,null,null,1,USDA,m,1,A,T,A,1,233.68444444444444,Greater,2306
4/5/17,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.02,null,null,1,USDA,m,1,A,T,A,1,233.7722222222222,Greater,2309
1/17/18,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.2,null,null,1,USDA,m,1,A,T,A,1,233.815,Greater,2312
4/12/18,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.18,null,null,1,USDA,m,1,A,T,A,1,233.908,Greater,2315
1/30/19,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.62,null,null,1,USDA,m,1,A,T,A,1,233.97272727272727,Greater,2318
3/27/19,3.13024E+14,D-22-22 23BCA [MISTY RAY],31.50666667,-110.0852778,MISTY RAY,USGS,GW,234.57,null,null,1,USDA,m,1,A,T,A,1,234.0225,Greater,2321
9/27/12,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,96.25,null,null,1,USDA,m,1,A,T,A,3,95.00399999999999,Greater,2325
6/22/44,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,83.2,null,null,1,null,D,2,null,S,A,2,null,null,2326
3/8/06,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,111.38,null,null,1,USGS,m,2,S,V,A,1,96.515,Greater,2330
6/19/12,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,83.55,null,null,1,USDA,m,1,A,T,A,2,95.76555555555555,Less,2331
9/4/13,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,95.72,null,null,1,USDA,m,1,A,T,A,3,95.12333333333333,Greater,2336
5/11/00,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,99.85,null,null,1,USGS,m,2,S,V,A,2,null,null,2337
2/20/08,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,110.6,null,null,1,USGS,m,2,S,V,A,1,99.332,Greater,2342
6/3/14,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,87.67,null,null,1,USDA,m,1,A,T,A,2,84.62714285714286,Greater,2343
9/12/14,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,94.93,null,null,1,USDA,m,1,A,T,A,3,95.09571428571428,Less,2348
5/8/01,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,98.97,null,null,1,USGS,m,2,S,V,A,2,null,null,2349
2/25/09,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,61.23,null,null,1,USGS,m,2,S,V,A,1,101.678,Less,2355
9/29/15,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,96.6,null,null,1,USDA,m,1,A,T,A,3,95.45857142857142,Greater,2357
6/29/15,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,45.23,null,null,1,USDA,m,1,A,T,A,2,68.02333333333333,Less,2359
7/11/01,3.13421E+14,D-21-21 27CBD [BELLA VISTA],31.57315029,-110.2039679,BELLA VISTA,USGS,GW,98.7,null,null,1,USGS,m,2,S,V,A,2,null,null,2360
3/15/10,3.12943E+14,D-22-20 26ABB1 [ANTELOPE 3],31.49537474,-110.2823029,ANTELOPE 3,USGS,GW,84.62,null,null,1,USGS,m,2,S,T,A,1,98.835,Less,2366
