system:index,NDVI,day,month,name,year,.geo
LC08_035038_20130519_00000000000000000022_0,0.124049135,19,5,D-22-22 06AAA5 [LSP-5],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000021_0,0.70857245,19,5,D-22-22 05BBD2 [LSPUED],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000023_0,0.15699886,19,5,D-21-22 19CDB1 [CLRSUS],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000026_0,0.186489,19,5,D-21-21 13BAC1 [MOSWAS],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_0000000000000000002d_0,0.20739877,19,5,D-20-21 03CBA [FBK-LI],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000000_0,0.4331351,19,5,D-24-22 04CBA3 [PAL-US],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000003_0,0.4331351,19,5,D-24-22 04CBA4 [PAL-UD],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000007_0,0.49959677,19,5,D-24-22 04CBA1 [PAL-LS],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000009_0,0.49959677,19,5,D-24-22 04CBA2 [PAL-LD],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_0000000000000000002b_0,0.15133731,19,5,D-20-21 14BCC1 [BOQSUS],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000032_0,0.20484051,19,5,D-20-21 14BCC2 [BOQSUD],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000037_0,0.32413712,19,5,D-19-21 05AAA1 [STD-LI],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000033_0,0.17348824,19,5,D-21-21 02DDC [CHB-LI],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_0000000000000000002a_0,0.14294337,19,5,D-22-22 06AAB [LSPUWD],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_0000000000000000002f_0,0.25001013,19,5,D-20-21 03CAB [FBK-LO],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000004_0,0.33737996,19,5,D-24-22 08DBA1 [PLS-LI],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_0000000000000000000c_0,0.43397918,19,5,D-23-22 22CBB1 [KOL-LI],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000015_0,0.21940528,19,5,D-23-22 04DCA1 [HERUWS],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000014_0,0.48415908,19,5,D-23-22 04DCD4 [HERUED],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000016_0,0.48415908,19,5,D-23-22 04DCD3 [HERUES],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000027_0,0.101857096,4,6,D-22-22 06AAA3 [LSP-3],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000028_0,0.101857096,4,6,D-22-22 06AAA7 [LSP-2],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000000e_0,0.24448723,4,6,D-23-22 09ACD1 [HERSUS],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000000f_0,0.24448723,4,6,D-23-22 09ACD2 [HERSUD],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_0000000000000000001c_0,0.13829021,4,6,D-22-22 17BDD2 [COTUWD],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000024_0,0.16145097,4,6,D-21-22 19CDB2 [CLRSUD],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130604_00000000000000000010_0,0.5467085,4,6,D-23-22 04DCD1 [HER-LS],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
