system:index,NDVI,day,month,name,year,.geo
LC08_035038_20130519_0000000000000000000f_0,0.17580938,19,5,D-21-21 19CDD1 [MW-3],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000010_0,0.16063118,19,5,D-21-20 20DCD1 [TW-1] UNSURV,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000011_0,0.21139364,19,5,D-21-23 17DDA,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000012_0,0.20178598,19,5,D-21-20 14DAD1 [MW-6],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000013_0,0.17187846,19,5,D-21-22 13CAD,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000014_0,0.18684779,19,5,D-21-20 15ACD1 [TW-4],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000015_0,0.15856117,19,5,D-21-21 17BCC1 [TW-9],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000016_0,0.1912817,19,5,D-21-20 13CBD1 [TW-8],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000017_0,0.20626247,19,5,D-21-20 13CBA1 [CASING-8],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000018_0,0.24602348,19,5,D-21-20 11BCD1 [TW-7],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_00000000000000000019_0,0.15684462,19,5,D-21-21 16AAD1 [MW-5],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130519_0000000000000000001a_0,0.1626249,19,5,D-21-21 10ADA1 [MW-1],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
