system:index,EVI,day,month,name,year,.geo
19990101_00000000000000000017_0,0.05714765326105458,1,1,D-21-20 13CBA1 [CASING-8],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990101_00000000000000000018_0,0.0759664985145975,1,1,D-21-20 11BCD1 [TW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990101_00000000000000000019_0,0.07349661266104557,1,1,D-21-21 16AAD1 [MW-5],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990101_0000000000000000001a_0,0.0823863833967876,1,1,D-21-21 10ADA1 [MW-1],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990101_0000000000000000001b_0,0.07950248132372942,1,1,D-21-20 10BBD1 [TW-9W],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990101_0000000000000000001c_0,0.0773040221978103,1,1,D-21-20 09ABC1 [MW-2],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990101_0000000000000000001d_0,0.06960856339321583,1,1,D-20-21 33CDD1 [MW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990101_0000000000000000001e_0,0.07536552695850743,1,1,D-20-20 35CCB1 [TW-6],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990101_0000000000000000001f_0,0.08535130657628646,1,1,D-20-19 13DDC1 [RAIN],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000000_0,0.11979357209019938,2,2,D-24-21 17BCB3 [Baumkirchner 3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000001_0,0.10701699602979889,2,2,D-23-22 33BCC [PALO FH],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000002_0,0.21792275780323986,2,2,D-23-22 29DBD1 [3-CAN S],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000003_0,0.16567798392864663,2,2,D-23-22 29ACB1 [3-CAN N],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000004_0,0.08162704680800961,2,2,D-23-23 32BCB [FOUDY],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000005_0,0.061480384032677894,2,2,D-23-22 17ACC [HOLDER],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000006_0,0.07791696787240467,2,2,D-23-21 06CCC2 [RAMBO],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000007_0,0.09383188159478793,2,2,D-22-21 35ADD1 PZ1 [RANCH DEEP],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000008_0,0.09383188159478793,2,2,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000009_0,0.142109920534095,2,2,D-22-20 26DDC [ANTELOPE 2],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000000a_0,0.09214664018536914,2,2,D-22-20 26ABB1 [ANTELOPE 3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000000b_0,0.10479013013090319,2,2,D-22-21 11BDA1 [SB RANCH],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000000c_0,0.08307818542352018,2,2,D-21-21 27CBD [BELLA VISTA],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000000d_0,0.07375152951973078,2,2,D-22-22 23BCA [MISTY RAY],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000000e_0,0.06747096496210263,2,2,D-21-21 20ACC1 [MW-4],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000000f_0,0.08604706275963978,2,2,D-21-21 19CDD1 [MW-3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000010_0,0.07901827351549269,2,2,D-21-20 20DCD1 [TW-1] UNSURV,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000011_0,0.10553433957689283,2,2,D-21-23 17DDA,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000012_0,0.06512525107730963,2,2,D-21-20 14DAD1 [MW-6],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000013_0,0.09995225901653575,2,2,D-21-22 13CAD,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000014_0,0.08359075249481451,2,2,D-21-20 15ACD1 [TW-4],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000015_0,0.0730726222277443,2,2,D-21-21 17BCC1 [TW-9],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000016_0,0.06677878501989422,2,2,D-21-20 13CBD1 [TW-8],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000017_0,0.06881569477640455,2,2,D-21-20 13CBA1 [CASING-8],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000018_0,0.07409922853212134,2,2,D-21-20 11BCD1 [TW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_00000000000000000019_0,0.07609258595275095,2,2,D-21-21 16AAD1 [MW-5],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000001a_0,0.08056923522595594,2,2,D-21-21 10ADA1 [MW-1],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000001b_0,0.07316163906924729,2,2,D-21-20 10BBD1 [TW-9W],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000001c_0,0.0858963000464076,2,2,D-21-20 09ABC1 [MW-2],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000001d_0,0.09109366056096165,2,2,D-20-21 33CDD1 [MW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000001e_0,0.0703231011845821,2,2,D-20-20 35CCB1 [TW-6],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990202_0000000000000000001f_0,0.09468942216061689,2,2,D-20-19 13DDC1 [RAIN],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000001_0,0.059667704662787834,6,3,D-23-22 33BCC [PALO FH],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000002_0,0.35684560889502315,6,3,D-23-22 29DBD1 [3-CAN S],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000003_0,0.2983949413443272,6,3,D-23-22 29ACB1 [3-CAN N],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000005_0,0.06921394648914106,6,3,D-23-22 17ACC [HOLDER],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000006_0,0.08635410286393078,6,3,D-23-21 06CCC2 [RAMBO],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000007_0,0.09220517659507535,6,3,D-22-21 35ADD1 PZ1 [RANCH DEEP],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000008_0,0.09220517659507535,6,3,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000009_0,0.12105682818651474,6,3,D-22-20 26DDC [ANTELOPE 2],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000000a_0,0.08328853161294728,6,3,D-22-20 26ABB1 [ANTELOPE 3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000000b_0,0.09646659473070768,6,3,D-22-21 11BDA1 [SB RANCH],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000000c_0,0.09468511776083745,6,3,D-21-21 27CBD [BELLA VISTA],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000000d_0,0.08715120301329851,6,3,D-22-22 23BCA [MISTY RAY],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000000e_0,0.07803343354444406,6,3,D-21-21 20ACC1 [MW-4],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000000f_0,0.07581312916324492,6,3,D-21-21 19CDD1 [MW-3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000010_0,0.06506067296986172,6,3,D-21-20 20DCD1 [TW-1] UNSURV,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000012_0,0.06268678812328243,6,3,D-21-20 14DAD1 [MW-6],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000013_0,0.08484198860900931,6,3,D-21-22 13CAD,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000015_0,0.07951032011794879,6,3,D-21-21 17BCC1 [TW-9],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000018_0,0.05818242946664548,6,3,D-21-20 11BCD1 [TW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_00000000000000000019_0,0.08486581783206538,6,3,D-21-21 16AAD1 [MW-5],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000001a_0,0.07627547499654966,6,3,D-21-21 10ADA1 [MW-1],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000001b_0,0.0757172748873993,6,3,D-21-20 10BBD1 [TW-9W],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000001c_0,0.08212060876921627,6,3,D-21-20 09ABC1 [MW-2],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000001d_0,0.058705586123286385,6,3,D-20-21 33CDD1 [MW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000001e_0,0.06453325709151056,6,3,D-20-20 35CCB1 [TW-6],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990306_0000000000000000001f_0,0.08923513982205256,6,3,D-20-19 13DDC1 [RAIN],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000000_0,0.12112864800476471,7,4,D-24-21 17BCB3 [Baumkirchner 3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000001_0,0.15763289291057556,7,4,D-23-22 33BCC [PALO FH],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000002_0,0.667894442372249,7,4,D-23-22 29DBD1 [3-CAN S],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000003_0,0.6335528014459078,7,4,D-23-22 29ACB1 [3-CAN N],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000004_0,0.07219726622358821,7,4,D-23-23 32BCB [FOUDY],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000005_0,0.07306134792839176,7,4,D-23-22 17ACC [HOLDER],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000006_0,0.08714202057945959,7,4,D-23-21 06CCC2 [RAMBO],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000007_0,0.09031100478468895,7,4,D-22-21 35ADD1 PZ1 [RANCH DEEP],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000008_0,0.09031100478468895,7,4,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000009_0,0.16331477899502497,7,4,D-22-20 26DDC [ANTELOPE 2],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000000a_0,0.101839422124205,7,4,D-22-20 26ABB1 [ANTELOPE 3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000000b_0,0.0926652155138227,7,4,D-22-21 11BDA1 [SB RANCH],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000000c_0,0.08803343323435943,7,4,D-21-21 27CBD [BELLA VISTA],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000000d_0,0.06818427643128741,7,4,D-22-22 23BCA [MISTY RAY],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000000e_0,0.06563268042004915,7,4,D-21-21 20ACC1 [MW-4],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000000f_0,0.07633993632605067,7,4,D-21-21 19CDD1 [MW-3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000010_0,0.06987934327925135,7,4,D-21-20 20DCD1 [TW-1] UNSURV,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000011_0,0.10574593467979992,7,4,D-21-23 17DDA,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000012_0,0.05878334669510406,7,4,D-21-20 14DAD1 [MW-6],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000013_0,0.09812878281155687,7,4,D-21-22 13CAD,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000014_0,0.07076385293233287,7,4,D-21-20 15ACD1 [TW-4],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000015_0,0.05720698726871254,7,4,D-21-21 17BCC1 [TW-9],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000016_0,0.07107365436826746,7,4,D-21-20 13CBD1 [TW-8],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000017_0,0.06872374547643578,7,4,D-21-20 13CBA1 [CASING-8],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000018_0,0.07593647075103366,7,4,D-21-20 11BCD1 [TW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_00000000000000000019_0,0.06924112284402015,7,4,D-21-21 16AAD1 [MW-5],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000001a_0,0.07560269536488828,7,4,D-21-21 10ADA1 [MW-1],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000001b_0,0.07448289179384326,7,4,D-21-20 10BBD1 [TW-9W],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000001c_0,0.08277583775181575,7,4,D-21-20 09ABC1 [MW-2],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000001d_0,0.06546816310696046,7,4,D-20-21 33CDD1 [MW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000001e_0,0.06854922679089522,7,4,D-20-20 35CCB1 [TW-6],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990407_0000000000000000001f_0,0.09148372503756953,7,4,D-20-19 13DDC1 [RAIN],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000000_0,0.1037510248705567,9,5,D-24-21 17BCB3 [Baumkirchner 3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000001_0,0.17787707272217793,9,5,D-23-22 33BCC [PALO FH],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000002_0,0.5045790070296673,9,5,D-23-22 29DBD1 [3-CAN S],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000003_0,0.5101256821283479,9,5,D-23-22 29ACB1 [3-CAN N],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000004_0,0.07180857026314925,9,5,D-23-23 32BCB [FOUDY],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000005_0,0.07370271648849107,9,5,D-23-22 17ACC [HOLDER],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000006_0,0.07828251660666952,9,5,D-23-21 06CCC2 [RAMBO],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000007_0,0.1056530578709022,9,5,D-22-21 35ADD1 PZ1 [RANCH DEEP],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000008_0,0.1056530578709022,9,5,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000009_0,0.13450537393516912,9,5,D-22-20 26DDC [ANTELOPE 2],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000000a_0,0.10180015418623944,9,5,D-22-20 26ABB1 [ANTELOPE 3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000000b_0,0.08707187206267589,9,5,D-22-21 11BDA1 [SB RANCH],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000000c_0,0.08914536161732411,9,5,D-21-21 27CBD [BELLA VISTA],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000000d_0,0.06842449770600142,9,5,D-22-22 23BCA [MISTY RAY],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000000e_0,0.0732550085436956,9,5,D-21-21 20ACC1 [MW-4],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000000f_0,0.08214444271914897,9,5,D-21-21 19CDD1 [MW-3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000010_0,0.07800176924198185,9,5,D-21-20 20DCD1 [TW-1] UNSURV,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000011_0,0.09688791836030033,9,5,D-21-23 17DDA,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000012_0,0.08135818815995474,9,5,D-21-20 14DAD1 [MW-6],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000013_0,0.09865259891340897,9,5,D-21-22 13CAD,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000014_0,0.07808836846321832,9,5,D-21-20 15ACD1 [TW-4],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000015_0,0.06754170551230293,9,5,D-21-21 17BCC1 [TW-9],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000016_0,0.08782082123019742,9,5,D-21-20 13CBD1 [TW-8],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000017_0,0.07557015439487633,9,5,D-21-20 13CBA1 [CASING-8],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000018_0,0.09418820244751877,9,5,D-21-20 11BCD1 [TW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_00000000000000000019_0,0.07911664326179516,9,5,D-21-21 16AAD1 [MW-5],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000001a_0,0.08138932437919492,9,5,D-21-21 10ADA1 [MW-1],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000001b_0,0.07932444777703052,9,5,D-21-20 10BBD1 [TW-9W],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000001c_0,0.08060034059009458,9,5,D-21-20 09ABC1 [MW-2],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000001d_0,0.07376360390936049,9,5,D-20-21 33CDD1 [MW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000001e_0,0.07592248853983696,9,5,D-20-20 35CCB1 [TW-6],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990509_0000000000000000001f_0,0.09469179058144861,9,5,D-20-19 13DDC1 [RAIN],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000000_0,0.10533068937361485,10,6,D-24-21 17BCB3 [Baumkirchner 3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000001_0,0.20316238038277518,10,6,D-23-22 33BCC [PALO FH],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000002_0,0.31627009168862996,10,6,D-23-22 29DBD1 [3-CAN S],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000003_0,0.3474891530483608,10,6,D-23-22 29ACB1 [3-CAN N],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000004_0,0.07616747456817097,10,6,D-23-23 32BCB [FOUDY],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000005_0,0.07741379985127789,10,6,D-23-22 17ACC [HOLDER],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000006_0,0.09848139640854434,10,6,D-23-21 06CCC2 [RAMBO],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000007_0,0.10761645315982621,10,6,D-22-21 35ADD1 PZ1 [RANCH DEEP],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000008_0,0.10761645315982621,10,6,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000009_0,0.1786927624745198,10,6,D-22-20 26DDC [ANTELOPE 2],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_0000000000000000000a_0,0.11163552590243396,10,6,D-22-20 26ABB1 [ANTELOPE 3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_0000000000000000000b_0,0.09437231745354699,10,6,D-22-21 11BDA1 [SB RANCH],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_0000000000000000000c_0,0.0998397037282702,10,6,D-21-21 27CBD [BELLA VISTA],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_0000000000000000000d_0,0.07700806358524484,10,6,D-22-22 23BCA [MISTY RAY],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_0000000000000000000e_0,0.07482592796673851,10,6,D-21-21 20ACC1 [MW-4],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_0000000000000000000f_0,0.08148534922292525,10,6,D-21-21 19CDD1 [MW-3],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000010_0,0.08958975841685939,10,6,D-21-20 20DCD1 [TW-1] UNSURV,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000011_0,0.09648372706386571,10,6,D-21-23 17DDA,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000012_0,0.08196653515628234,10,6,D-21-20 14DAD1 [MW-6],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000013_0,0.09694114957917334,10,6,D-21-22 13CAD,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000014_0,0.08581522474279307,10,6,D-21-20 15ACD1 [TW-4],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000015_0,0.06966862983767921,10,6,D-21-21 17BCC1 [TW-9],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000016_0,0.08478543769440745,10,6,D-21-20 13CBD1 [TW-8],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000017_0,0.0802989161967091,10,6,D-21-20 13CBA1 [CASING-8],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000018_0,0.1079696783446015,10,6,D-21-20 11BCD1 [TW-7],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_00000000000000000019_0,0.07969864062256367,10,6,D-21-21 16AAD1 [MW-5],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_0000000000000000001a_0,0.08429170937980529,10,6,D-21-21 10ADA1 [MW-1],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990610_0000000000000000001b_0,0.08150276115803046,10,6,D-21-20 10BBD1 [TW-9W],1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
