name,date,tmean
wg_rg001,2000-01-01T07:00:00Z,12.0600004196167
wg_rg001,2000-01-02T07:00:00Z,6.63800048828125
wg_rg001,2000-01-03T07:00:00Z,0.8250000476837158
wg_rg001,2000-01-04T07:00:00Z,0.44200003147125244
wg_rg001,2000-01-05T07:00:00Z,4.094000339508057
wg_rg001,2000-01-06T07:00:00Z,6.747000217437744
wg_rg001,2000-01-07T07:00:00Z,3.1750001907348633
wg_rg001,2000-01-08T07:00:00Z,4.322000026702881
wg_rg001,2000-01-09T07:00:00Z,5.397000312805176
wg_rg001,2000-01-10T07:00:00Z,6.573000431060791
wg_rg001,2000-01-11T07:00:00Z,8.857000350952148
wg_rg001,2000-01-12T07:00:00Z,10.10200023651123
wg_rg001,2000-01-13T07:00:00Z,10.595000267028809
wg_rg001,2000-01-14T07:00:00Z,11.02400016784668
wg_rg001,2000-01-15T07:00:00Z,11.284000396728516
wg_rg001,2000-01-16T07:00:00Z,13.222001075744629
wg_rg001,2000-01-17T07:00:00Z,14.862000465393066
wg_rg001,2000-01-18T07:00:00Z,15.041000366210938
wg_rg001,2000-01-19T07:00:00Z,14.809000968933105
wg_rg001,2000-01-20T07:00:00Z,14.26400089263916
wg_rg001,2000-01-21T07:00:00Z,13.791000366210938
wg_rg001,2000-01-22T07:00:00Z,12.29900074005127
wg_rg001,2000-01-23T07:00:00Z,10.623000144958496
wg_rg001,2000-01-24T07:00:00Z,11.598000526428223
wg_rg001,2000-01-25T07:00:00Z,13.619000434875488
wg_rg001,2000-01-26T07:00:00Z,14.697000503540039
wg_rg001,2000-01-27T07:00:00Z,10.07300090789795
wg_rg001,2000-01-28T07:00:00Z,7.433000564575195
wg_rg001,2000-01-29T07:00:00Z,6.775000095367432
wg_rg001,2000-01-30T07:00:00Z,8.243000030517578
wg_rg001,2000-01-31T07:00:00Z,8.517000198364258
wg_rg001,2000-02-01T07:00:00Z,8.117000579833984
wg_rg001,2000-02-02T07:00:00Z,6.716000556945801
wg_rg001,2000-02-03T07:00:00Z,6.568000316619873
wg_rg001,2000-02-04T07:00:00Z,7.807000160217285
wg_rg001,2000-02-05T07:00:00Z,10.756000518798828
wg_rg001,2000-02-06T07:00:00Z,11.322000503540039
wg_rg001,2000-02-07T07:00:00Z,11.292000770568848
wg_rg001,2000-02-08T07:00:00Z,12.105000495910645
wg_rg001,2000-02-09T07:00:00Z,13.101000785827637
wg_rg001,2000-02-10T07:00:00Z,14.922000885009766
wg_rg001,2000-02-11T07:00:00Z,12.956000328063965
wg_rg001,2000-02-12T07:00:00Z,9.57300090789795
wg_rg001,2000-02-13T07:00:00Z,9.452000617980957
wg_rg001,2000-02-14T07:00:00Z,9.56100082397461
wg_rg001,2000-02-15T07:00:00Z,13.761000633239746
wg_rg001,2000-02-16T07:00:00Z,14.577000617980957
wg_rg001,2000-02-17T07:00:00Z,14.711000442504883
wg_rg001,2000-02-18T07:00:00Z,8.714000701904297
wg_rg001,2000-02-19T07:00:00Z,10.57300090789795
wg_rg001,2000-02-20T07:00:00Z,12.930000305175781
wg_rg001,2000-02-21T07:00:00Z,14.85300064086914
wg_rg001,2000-02-22T07:00:00Z,12.42300033569336
wg_rg001,2000-02-23T07:00:00Z,7.198000431060791
wg_rg001,2000-02-24T07:00:00Z,10.734000205993652
wg_rg001,2000-02-25T07:00:00Z,6.7860002517700195
wg_rg001,2000-02-26T07:00:00Z,5.23900032043457
wg_rg001,2000-02-27T07:00:00Z,8.565000534057617
wg_rg001,2000-02-28T07:00:00Z,13.984000205993652
wg_rg001,2000-02-29T07:00:00Z,10.845000267028809
wg_rg001,2000-03-01T07:00:00Z,10.14900016784668
wg_rg001,2000-03-02T07:00:00Z,10.738000869750977
wg_rg001,2000-03-03T07:00:00Z,10.207000732421875
wg_rg001,2000-03-04T07:00:00Z,13.521000862121582
wg_rg001,2000-03-05T07:00:00Z,14.670001029968262
wg_rg001,2000-03-06T07:00:00Z,9.346000671386719
wg_rg001,2000-03-07T07:00:00Z,7.615000247955322
wg_rg001,2000-03-08T07:00:00Z,4.115000247955322
wg_rg001,2000-03-09T07:00:00Z,8.57800006866455
wg_rg001,2000-03-10T07:00:00Z,9.211000442504883
wg_rg001,2000-03-11T07:00:00Z,8.687000274658203
wg_rg001,2000-03-12T07:00:00Z,12.123000144958496
wg_rg001,2000-03-13T07:00:00Z,14.607000350952148
wg_rg001,2000-03-14T07:00:00Z,14.306000709533691
wg_rg001,2000-03-15T07:00:00Z,14.133000373840332
wg_rg001,2000-03-16T07:00:00Z,14.9350004196167
wg_rg001,2000-03-17T07:00:00Z,14.870000839233398
wg_rg001,2000-03-18T07:00:00Z,14.110000610351563
wg_rg001,2000-03-19T07:00:00Z,13.455000877380371
wg_rg001,2000-03-20T07:00:00Z,12.723000526428223
wg_rg001,2000-03-21T07:00:00Z,10.438000679016113
wg_rg001,2000-03-22T07:00:00Z,6.39900016784668
wg_rg001,2000-03-23T07:00:00Z,6.7960004806518555
wg_rg001,2000-03-24T07:00:00Z,11.495000839233398
wg_rg001,2000-03-25T07:00:00Z,14.321001052856445
wg_rg001,2000-03-26T07:00:00Z,15.015000343322754
wg_rg001,2000-03-27T07:00:00Z,15.011000633239746
wg_rg001,2000-03-28T07:00:00Z,16.446001052856445
wg_rg001,2000-03-29T07:00:00Z,12.076000213623047
wg_rg001,2000-03-30T07:00:00Z,13.892000198364258
wg_rg001,2000-03-31T07:00:00Z,16.106000900268555
wg_rg001,2000-04-01T07:00:00Z,8.805000305175781
wg_rg001,2000-04-02T07:00:00Z,7.903000354766846
wg_rg001,2000-04-03T07:00:00Z,10.914000511169434
wg_rg001,2000-04-04T07:00:00Z,13.578001022338867
wg_rg001,2000-04-05T07:00:00Z,18.12900161743164
wg_rg001,2000-04-06T07:00:00Z,19.207000732421875
wg_rg001,2000-04-07T07:00:00Z,17.666000366210938
wg_rg001,2000-04-08T07:00:00Z,18.407001495361328
wg_rg001,2000-04-09T07:00:00Z,17.450000762939453
wg_rg001,2000-04-10T07:00:00Z,20.450000762939453
wg_rg001,2000-04-11T07:00:00Z,18.911001205444336
wg_rg001,2000-04-12T07:00:00Z,16.845001220703125
wg_rg001,2000-04-13T07:00:00Z,17.628000259399414
wg_rg001,2000-04-14T07:00:00Z,20.132001876831055
