name,date,ppt
wg_rg001,2001-01-12T07:00:00Z,0
wg_rg001,2001-01-13T07:00:00Z,1.534000039100647
wg_rg001,2001-01-14T07:00:00Z,0
wg_rg001,2001-01-15T07:00:00Z,0
wg_rg001,2001-01-16T07:00:00Z,0.012000000104308128
wg_rg001,2001-01-17T07:00:00Z,2.2750000953674316
wg_rg001,2001-01-18T07:00:00Z,1.1160000562667847
wg_rg001,2001-01-19T07:00:00Z,0
wg_rg001,2001-01-20T07:00:00Z,0
wg_rg001,2001-01-21T07:00:00Z,0
wg_rg001,2001-01-22T07:00:00Z,0
wg_rg001,2001-01-23T07:00:00Z,0
wg_rg001,2001-01-24T07:00:00Z,0
wg_rg001,2001-01-25T07:00:00Z,0
wg_rg001,2001-01-26T07:00:00Z,0
wg_rg001,2001-01-27T07:00:00Z,0
wg_rg001,2001-01-28T07:00:00Z,0.07000000029802322
wg_rg001,2001-01-29T07:00:00Z,2.1570000648498535
wg_rg001,2001-01-30T07:00:00Z,0
wg_rg001,2001-01-31T07:00:00Z,0
wg_rg001,2001-02-01T07:00:00Z,0
wg_rg001,2001-02-02T07:00:00Z,0
wg_rg001,2001-02-03T07:00:00Z,0
wg_rg001,2001-02-04T07:00:00Z,0
wg_rg001,2001-02-05T07:00:00Z,0
wg_rg001,2001-02-06T07:00:00Z,0
wg_rg001,2001-02-07T07:00:00Z,0
wg_rg001,2001-02-08T07:00:00Z,0
wg_rg001,2001-02-09T07:00:00Z,0.0020000000949949026
wg_rg001,2001-02-10T07:00:00Z,0
wg_rg001,2001-02-11T07:00:00Z,0
wg_rg001,2001-02-12T07:00:00Z,0
wg_rg001,2001-02-13T07:00:00Z,0
wg_rg001,2001-02-14T07:00:00Z,0
wg_rg001,2001-02-15T07:00:00Z,0
wg_rg001,2001-02-16T07:00:00Z,0
wg_rg001,2001-02-17T07:00:00Z,0
wg_rg001,2001-02-18T07:00:00Z,0
wg_rg001,2001-02-19T07:00:00Z,0
wg_rg001,2001-02-20T07:00:00Z,0
wg_rg001,2001-02-21T07:00:00Z,0
wg_rg001,2001-02-22T07:00:00Z,0
wg_rg001,2001-02-23T07:00:00Z,0
wg_rg001,2001-02-24T07:00:00Z,4.113999843597412
wg_rg001,2001-02-25T07:00:00Z,0
wg_rg001,2001-02-26T07:00:00Z,0
wg_rg001,2001-02-27T07:00:00Z,0
wg_rg001,2001-02-28T07:00:00Z,3.625999927520752
wg_rg001,2001-03-01T07:00:00Z,0
wg_rg001,2001-03-02T07:00:00Z,0.2329999953508377
wg_rg001,2001-03-03T07:00:00Z,0
wg_rg001,2001-03-04T07:00:00Z,0
wg_rg001,2001-03-05T07:00:00Z,0
wg_rg001,2001-03-06T07:00:00Z,0
wg_rg001,2001-03-07T07:00:00Z,0
wg_rg001,2001-03-08T07:00:00Z,6.994999885559082
wg_rg001,2001-03-09T07:00:00Z,0
wg_rg001,2001-03-10T07:00:00Z,0
wg_rg001,2001-03-11T07:00:00Z,0
wg_rg001,2001-03-12T07:00:00Z,0
wg_rg001,2001-03-13T07:00:00Z,0
wg_rg001,2001-03-14T07:00:00Z,0
wg_rg001,2001-03-15T07:00:00Z,0
wg_rg001,2001-03-16T07:00:00Z,0
wg_rg001,2001-03-17T07:00:00Z,0
wg_rg001,2001-03-18T07:00:00Z,0
wg_rg001,2001-03-19T07:00:00Z,0
wg_rg001,2001-03-20T07:00:00Z,0
wg_rg001,2001-03-21T07:00:00Z,0
wg_rg001,2001-03-22T07:00:00Z,0
wg_rg001,2001-03-23T07:00:00Z,0
wg_rg001,2001-03-24T07:00:00Z,0
wg_rg001,2001-03-25T07:00:00Z,0
wg_rg001,2001-03-26T07:00:00Z,0
wg_rg001,2001-03-27T07:00:00Z,0
wg_rg001,2001-03-28T07:00:00Z,0
wg_rg001,2001-03-29T07:00:00Z,0
wg_rg001,2001-03-30T07:00:00Z,0
wg_rg001,2001-03-31T07:00:00Z,0
wg_rg001,2001-04-01T07:00:00Z,0
wg_rg001,2001-04-02T07:00:00Z,0
wg_rg001,2001-04-03T07:00:00Z,0
wg_rg001,2001-04-04T07:00:00Z,0
wg_rg001,2001-04-05T07:00:00Z,0
wg_rg001,2001-04-06T07:00:00Z,18.97100067138672
wg_rg001,2001-04-07T07:00:00Z,0
wg_rg001,2001-04-08T07:00:00Z,0
wg_rg001,2001-04-09T07:00:00Z,0
wg_rg001,2001-04-10T07:00:00Z,0
wg_rg001,2001-04-11T07:00:00Z,0
wg_rg001,2001-04-12T07:00:00Z,0
wg_rg001,2001-04-13T07:00:00Z,0
wg_rg001,2001-04-14T07:00:00Z,0
wg_rg001,2001-04-15T07:00:00Z,0
wg_rg001,2001-04-16T07:00:00Z,0
wg_rg001,2001-04-17T07:00:00Z,0
wg_rg001,2001-04-18T07:00:00Z,0
wg_rg001,2001-04-19T07:00:00Z,0
wg_rg001,2001-04-20T07:00:00Z,0
wg_rg001,2001-04-21T07:00:00Z,0
wg_rg001,2001-04-22T07:00:00Z,1.4110000133514404
wg_rg001,2001-04-23T07:00:00Z,0
wg_rg001,2001-04-24T07:00:00Z,0
wg_rg001,2001-04-25T07:00:00Z,0.4350000023841858
wg_rg001,2001-04-26T07:00:00Z,0
wg_rg001,2001-04-27T07:00:00Z,0
wg_rg001,2001-04-28T07:00:00Z,0
wg_rg001,2001-04-29T07:00:00Z,0
wg_rg001,2001-04-30T07:00:00Z,0
wg_rg001,2001-05-01T07:00:00Z,0
wg_rg001,2001-05-02T07:00:00Z,0
wg_rg001,2001-05-03T07:00:00Z,0
wg_rg001,2001-05-04T07:00:00Z,0
wg_rg001,2001-05-05T07:00:00Z,0
wg_rg001,2001-05-06T07:00:00Z,0
wg_rg001,2001-05-07T07:00:00Z,0
wg_rg001,2001-05-08T07:00:00Z,0
wg_rg001,2001-05-09T07:00:00Z,0
wg_rg001,2001-05-10T07:00:00Z,0
wg_rg001,2001-05-11T07:00:00Z,0
wg_rg001,2001-05-12T07:00:00Z,1.284999966621399
wg_rg001,2001-05-13T07:00:00Z,3.0350000858306885
wg_rg001,2001-05-14T07:00:00Z,0
wg_rg001,2001-05-15T07:00:00Z,0
wg_rg001,2001-05-16T07:00:00Z,0
wg_rg001,2001-05-17T07:00:00Z,0
wg_rg001,2001-05-18T07:00:00Z,0
wg_rg001,2001-05-19T07:00:00Z,3.0510001182556152
wg_rg001,2001-05-20T07:00:00Z,0.8529999852180481
wg_rg001,2001-05-21T07:00:00Z,0
wg_rg001,2001-05-22T07:00:00Z,0
wg_rg001,2001-05-23T07:00:00Z,0
wg_rg001,2001-05-24T07:00:00Z,0
wg_rg001,2001-05-25T07:00:00Z,0
wg_rg001,2001-05-26T07:00:00Z,0
wg_rg001,2001-05-27T07:00:00Z,0
wg_rg001,2001-05-28T07:00:00Z,0
wg_rg001,2001-05-29T07:00:00Z,0
