0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
82.3,d_19590101,2.1,0,0,0,0,0,15.6,6.4,0,0,0
83.6,d_19590201,1.8,0,0,0,0,0,14.5,4.6,0,0,0
83,d_19590301,8.5,1.2,0,0,0,0,8.3,1.6,0,0,0
84,d_19590401,12.9,2.3,0,0,0,0,3.1,0.5,0,0,0
73.2,d_19590501,25.8,14.1,0.6,0,0,0,1.1,0,0,0,0
0,d_19590601,99.9,87.9,17.2,1.7,0,0,0,0,0,0,0
11.7,d_19590701,88.3,61.1,20.7,0.7,0,0,0,0,0,0,0
83.3,d_19590801,6.2,1.8,0,0,0,0,10.5,2.5,0,0,0
84.4,d_19590901,9.2,3.2,0,0,0,0,6.4,0.8,0,0,0
34.2,d_19591001,0,0,0,0,0,0,65.7,21.6,0,0,0
24.5,d_19591101,0,0,0,0,0,0,75.5,40.5,2.7,0,0
3.5,d_19591201,0,0,0,0,0,0,96.5,70.2,12.7,0.6,0
0,d_19600101,0,0,0,0,0,0,100,97.7,45.6,23.8,1
0,d_19600201,0,0,0,0,0,0,99.9,93,35.2,12.9,0
5.2,d_19600301,0,0,0,0,0,0,94.8,68.4,21.9,4.1,0
31.1,d_19600401,0,0,0,0,0,0,69,41.7,15.9,1.6,0
85.4,d_19600501,0,0,0,0,0,0,14.6,0.1,0,0,0
52.9,d_19600601,0,0,0,0,0,0,47.1,15.9,0,0,0
72.6,d_19600701,2.4,0,0,0,0,0,25,12.6,0,0,0
45.8,d_19600801,43.7,11.3,0.8,0,0,0,10.5,5.1,0,0,0
20.5,d_19600901,72.7,40.4,8.7,0,0,0,6.8,3,0,0,0
17.9,d_19601001,82.1,67.4,26.7,11.7,0,0,0,0,0,0,0
13.2,d_19601101,86.8,72.2,33.7,16,1.8,0,0,0,0,0,0
16.8,d_19601201,83,61.6,20.8,6.2,0,0,0.2,0,0,0,0
31.5,d_19610101,68.1,38.3,7.5,0.7,0,0,0.5,0,0,0,0
21.6,d_19610201,78.5,57.7,14.2,2.5,0,0,0,0,0,0,0
21.9,d_19610301,78.1,59.5,16.4,3.6,0,0,0,0,0,0,0
13.3,d_19610401,86.7,65,13.7,1,0,0,0,0,0,0,0
25.6,d_19610501,74.4,45.4,0.3,0,0,0,0,0,0,0,0
26.2,d_19610601,73.8,52.8,0,0,0,0,0,0,0,0,0
7.7,d_19610701,92.3,74.6,41,21.6,0.7,0,0,0,0,0,0
44,d_19610801,52.4,32.2,0,0,0,0,3.6,0,0,0,0
46.4,d_19610901,50,27.6,0,0,0,0,3.6,0,0,0,0
74.7,d_19611001,24,0.1,0,0,0,0,1.3,0,0,0,0
75.3,d_19611101,0.3,0,0,0,0,0,24.3,6.2,0,0,0
41.6,d_19611201,0,0,0,0,0,0,58.4,33,0,0,0
5.3,d_19620101,0,0,0,0,0,0,94.7,59.9,18.9,0,0
27.9,d_19620201,0,0,0,0,0,0,72.1,46.6,3.7,0,0
31,d_19620301,0,0,0,0,0,0,69,40.1,0.8,0,0
11.4,d_19620401,0,0,0,0,0,0,88.6,35.4,0,0,0
38.6,d_19620501,0,0,0,0,0,0,61.4,3,0,0,0
18.3,d_19620601,0,0,0,0,0,0,81.6,5.8,0,0,0
40.6,d_19620701,0,0,0,0,0,0,59.4,29.9,4.4,0,0
59.7,d_19620801,40.1,26.3,1,0,0,0,0.2,0,0,0,0
40.9,d_19620901,59.1,39.8,9.9,0.4,0,0,0,0,0,0,0
1.7,d_19621001,98.3,82.6,50.1,30.1,7.4,0,0,0,0,0,0
15,d_19621101,85,64.4,30.6,10.6,0.1,0,0,0,0,0,0
36.6,d_19621201,63.4,43.8,8.1,2,0,0,0,0,0,0,0
35.4,d_19630101,64.7,43.8,9.6,2,0,0,0,0,0,0,0
40.1,d_19630201,59.9,37.2,8.6,0.8,0,0,0,0,0,0,0
35.4,d_19630301,64.6,46.3,12.4,2,0,0,0,0,0,0,0
14.7,d_19630401,85.3,69.3,15.7,0,0,0,0,0,0,0,0
91,d_19630501,9,0,0,0,0,0,0,0,0,0,0
38.1,d_19630601,61.9,34,0,0,0,0,0,0,0,0,0
44.3,d_19630701,55.7,2.6,0,0,0,0,0,0,0,0,0
64.5,d_19630801,7.8,0,0,0,0,0,27.6,9.9,0,0,0
59.9,d_19630901,20.5,0.6,0,0,0,0,19.7,0.9,0,0,0
58.4,d_19631001,15.3,0,0,0,0,0,26.3,10.2,0,0,0
64.6,d_19631101,0,0,0,0,0,0,35.4,9.6,0,0,0
77.6,d_19631201,1.6,0,0,0,0,0,20.8,0.2,0,0,0
91.5,d_19640101,4,1.8,0,0,0,0,4.5,0,0,0,0
87.6,d_19640201,12,3.4,0,0,0,0,0.4,0,0,0,0
93,d_19640301,5,2.6,0,0,0,0,2,0,0,0,0
93.8,d_19640401,1.1,0,0,0,0,0,5.1,0,0,0,0
30.8,d_19640501,69.3,3.2,0,0,0,0,0,0,0,0,0
0.3,d_19640601,99.6,76.7,0,0,0,0,0,0,0,0,0
71.2,d_19640701,28.7,9.6,0,0,0,0,0.1,0,0,0,0
36.8,d_19640801,62.5,25.5,1.1,0,0,0,0.8,0,0,0,0
43.6,d_19640901,0,0,0,0,0,0,56.5,24.2,3.9,1,0
22.1,d_19641001,0,0,0,0,0,0,77.9,36.5,8.3,0.7,0
3.5,d_19641101,0,0,0,0,0,0,96.6,66.6,14.6,5.2,0
28.4,d_19641201,0,0,0,0,0,0,71.6,31,5,0.1,0
24.5,d_19650101,0,0,0,0,0,0,75.5,30.4,2.2,0,0
38,d_19650201,0,0,0,0,0,0,61.9,19.9,0,0,0
33.6,d_19650301,0,0,0,0,0,0,66.4,21.7,0.2,0,0
86.6,d_19650401,0,0,0,0,0,0,13.3,3.5,0,0,0
86.2,d_19650501,0,0,0,0,0,0,13.8,2.9,0,0,0
17.4,d_19650601,82.6,21.5,0,0,0,0,0,0,0,0,0
75.2,d_19650701,24.5,2.7,0,0,0,0,0.3,0,0,0,0
51.6,d_19650801,48.3,13.9,0,0,0,0,0,0,0,0,0
76.4,d_19650901,14.8,6.1,0.1,0,0,0,8.8,1.1,0,0,0
34.5,d_19651001,65.5,20.5,0.3,0,0,0,0,0,0,0,0
49.2,d_19651101,50.7,9.8,0,0,0,0,0.1,0,0,0,0
14.6,d_19651201,0,0,0,0,0,0,85.4,54.9,13.7,3,0
8.5,d_19660101,0,0,0,0,0,0,91.4,57.6,10.5,1.5,0
2.3,d_19660201,0,0,0,0,0,0,97.7,64.6,19.8,2.9,0
19,d_19660301,0,0,0,0,0,0,81,49.3,4.3,0.1,0
43.6,d_19660401,0,0,0,0,0,0,56.5,25.6,0,0,0
18.1,d_19660501,0,0,0,0,0,0,81.9,51.8,1.2,0,0
6.8,d_19660601,0,0,0,0,0,0,93.2,47,3.7,0,0
0,d_19660701,0,0,0,0,0,0,100.1,100.1,48.5,13.6,0.1
0,d_19660801,0,0,0,0,0,0,100,100,97.5,72.8,43.3
13.4,d_19660901,0,0,0,0,0,0,86.6,79.3,54.1,37,16.3
20.9,d_19661001,0.6,0,0,0,0,0,78.5,62.4,36.3,22.7,7.9
29.3,d_19661101,2.5,0.2,0,0,0,0,68.2,52.2,24.2,12.1,2.8
35.5,d_19661201,1.8,0.2,0,0,0,0,62.6,42.9,15.8,6.2,0.3
46.6,d_19670101,9,2.4,0,0,0,0,44.4,28.9,7.1,2,0
53.2,d_19670201,10.1,2.8,0,0,0,0,36.6,21.1,3.9,0.3,0
57.8,d_19670301,15.9,8.9,0,0,0,0,26.3,12.6,1.6,0,0
68,d_19670401,18.6,4.8,0,0,0,0,13.5,4.9,0,0,0
28,d_19670501,72,32.9,1.4,0,0,0,0,0,0,0,0
0,d_19670601,100,100,69.3,39.8,1.9,0,0,0,0,0,0
53.3,d_19670701,46.7,17.1,0.5,0,0,0,0,0,0,0,0
65.9,d_19670801,32.9,8,0.3,0,0,0,1.1,0,0,0,0
62.9,d_19670901,0.4,0,0,0,0,0,36.6,18.4,3.3,0,0
35.4,d_19671001,0,0,0,0,0,0,64.6,25.1,4.5,0.7,0
16.7,d_19671101,0,0,0,0,0,0,83.2,35.7,5.4,1.7,0
0,d_19671201,0,0,0,0,0,0,99.9,99.9,97.4,76.8,17.1
0,d_19680101,0,0,0,0,0,0,100,100,93,45.7,5.9
0,d_19680201,0,0,0,0,0,0,100,100,96.5,53,7.2
0,d_19680301,0,0,0,0,0,0,100.1,100.1,98.9,78.1,10.4
0,d_19680401,0,0,0,0,0,0,100,100,78.4,25.2,0
0,d_19680501,0,0,0,0,0,0,100.1,100.1,95,10.9,0
0,d_19680601,0,0,0,0,0,0,100,100,15.1,0,0
0,d_19680701,0,0,0,0,0,0,100,100,51.2,11.6,0
0,d_19680801,0,0,0,0,0,0,100.1,100.1,81.1,32.7,0
97,d_19680901,1.1,0,0,0,0,0,1.9,0.4,0,0,0
85.8,d_19681001,13.8,0.7,0,0,0,0,0.5,0,0,0,0
52.8,d_19681101,46.8,14.7,1.5,0,0,0,0.4,0,0,0,0
12,d_19681201,88,56.4,5.1,0.3,0,0,0,0,0,0,0
7.4,d_19690101,92.6,66.9,7.9,1.2,0,0,0,0,0,0,0
6.9,d_19690201,93.1,62.1,5.1,0.2,0,0,0,0,0,0,0
8,d_19690301,92.1,56.7,2.9,0,0,0,0,0,0,0,0
7.9,d_19690401,92.1,69.9,6.8,0,0,0,0,0,0,0,0
0,d_19690501,100,95.7,0.3,0,0,0,0,0,0,0,0
0.1,d_19690601,99.9,86.2,0,0,0,0,0,0,0,0,0
56.7,d_19690701,43.4,4.9,0,0,0,0,0,0,0,0,0
51.6,d_19690801,48.5,20.8,2.7,0.5,0,0,0,0,0,0,0
41.6,d_19690901,58.3,26.6,4.9,2.1,0,0,0,0,0,0,0
39.1,d_19691001,61,33.6,5.9,3.7,0.7,0,0,0,0,0,0
44.3,d_19691101,55.6,25.5,5,2.4,0,0,0,0,0,0,0
61,d_19691201,38.9,9.7,3.6,1,0,0,0,0,0,0,0
36.4,d_19700101,63.7,28.3,5.3,2.3,0,0,0,0,0,0,0
16.4,d_19700201,83.6,47.4,6.7,3.9,0.8,0,0,0,0,0,0
60.6,d_19700301,39.5,10.2,0.8,0,0,0,0,0,0,0,0
34.7,d_19700401,65.4,19.2,0,0,0,0,0,0,0,0,0
28.5,d_19700501,71.5,22.6,0.5,0,0,0,0,0,0,0,0
31.6,d_19700601,68.3,35.9,0.2,0,0,0,0,0,0,0,0
30.1,d_19700701,69.9,55.3,16.2,0,0,0,0,0,0,0,0
55.1,d_19700801,38.4,21.2,1.1,0,0,0,6.4,2.4,0,0,0
49.3,d_19700901,39.1,23.5,6.6,0.3,0,0,11.4,6.3,0,0,0
56.9,d_19701001,27.1,13,0.1,0,0,0,16,10,2.3,0,0
51,d_19701101,36,19,2,0,0,0,12.9,8.3,0.7,0,0
38.2,d_19701201,56.5,37.1,11.6,3.1,0,0,5.3,0.7,0,0,0
18.9,d_19710101,79.5,52.1,24.6,12.8,1.7,0,1.6,0,0,0,0
18.8,d_19710201,80.6,55.9,23.2,10.8,0,0,0.7,0,0,0,0
12.4,d_19710301,87.6,68.1,30.9,16.9,3.4,0,0,0,0,0,0
34.8,d_19710401,65.3,47.7,13.4,3.3,0,0,0,0,0,0,0
0,d_19710501,100,99.4,50.2,12.2,0,0,0,0,0,0,0
0,d_19710601,100,100,98.8,87,35.7,0,0,0,0,0,0
0,d_19710701,100,96.1,70.7,39.1,12.7,0,0,0,0,0,0
74.2,d_19710801,25.8,8.4,0,0,0,0,0,0,0,0,0
91.9,d_19710901,7.3,0.7,0,0,0,0,0.8,0,0,0,0
27.1,d_19711001,0,0,0,0,0,0,72.9,34.9,0,0,0
27.8,d_19711101,0,0,0,0,0,0,72.3,33.9,0,0,0
1.2,d_19711201,0,0,0,0,0,0,98.8,82.3,25.3,0,0
20.4,d_19720101,0,0,0,0,0,0,79.6,38.6,0,0,0
52.3,d_19720201,0,0,0,0,0,0,47.6,17.9,0,0,0
62.1,d_19720301,0,0,0,0,0,0,37.9,11.2,0,0,0
82.6,d_19720401,0,0,0,0,0,0,17.4,0,0,0,0
98.7,d_19720501,1.3,0,0,0,0,0,0,0,0,0,0
88,d_19720601,0,0,0,0,0,0,12,0.7,0,0,0
35.5,d_19720701,64.6,22.4,0,0,0,0,0,0,0,0,0
53.2,d_19720801,44.1,23.4,0,0,0,0,2.8,0,0,0,0
42.3,d_19720901,57.7,37,13.2,1.5,0,0,0.1,0,0,0,0
22.4,d_19721001,0,0,0,0,0,0,77.6,49.7,17.3,5.1,0
3.2,d_19721101,0,0,0,0,0,0,96.9,80.9,30.4,14,0
2.7,d_19721201,0,0,0,0,0,0,97.3,81,26.8,5.8,0
3.9,d_19730101,0,0,0,0,0,0,96.1,77,24.3,5.9,0
0,d_19730201,0,0,0,0,0,0,100.1,88.4,37.8,16.6,1.3
0,d_19730301,0,0,0,0,0,0,100,98.2,42.8,8.8,1
0,d_19730401,0,0,0,0,0,0,100,100,42.9,7.1,0.6
0,d_19730501,0,0,0,0,0,0,100,100,70.1,9,0
0,d_19730601,0,0,0,0,0,0,100,100,82.2,21.5,0.6
21.6,d_19730701,0,0,0,0,0,0,78.4,20,0,0,0
88.7,d_19730801,10.8,1.8,0,0,0,0,0.5,0,0,0,0
49.8,d_19730901,50.2,18.2,0,0,0,0,0,0,0,0,0
22.5,d_19731001,77.6,42.6,3.9,0,0,0,0,0,0,0,0
0.3,d_19731101,99.7,95.6,43.8,16.9,3.9,0,0,0,0,0,0
0,d_19731201,100,100,100,99,87.5,0,0,0,0,0,0
0,d_19740101,99.9,99.9,98.5,91.1,32.9,0,0,0,0,0,0
0,d_19740201,100,100,100,99.5,83.2,0,0,0,0,0,0
0,d_19740301,100,100,100,100,88.8,0,0,0,0,0,0
0,d_19740401,100,100,100,100,100,0,0,0,0,0,0
0,d_19740501,100,100,100,100,78.3,0,0,0,0,0,0
0,d_19740601,100,100,100,93.5,45.8,0,0,0,0,0,0
37.9,d_19740701,62.1,38.8,11.5,1.4,0,0,0.1,0,0,0,0
38,d_19740801,62,42,10.3,0,0,0,0,0,0,0,0
68.8,d_19740901,22.7,4.4,0,0,0,0,8.6,3.6,0,0,0
62.6,d_19741001,1.7,0.1,0,0,0,0,35.6,7.7,1.9,0,0
52.9,d_19741101,0,0,0,0,0,0,47,12.4,3.9,0,0
79,d_19741201,0,0,0,0,0,0,21,5.8,0,0,0
78.7,d_19750101,0,0,0,0,0,0,21.3,5,0,0,0
92.3,d_19750201,0.5,0,0,0,0,0,7.2,3.2,0,0,0
78.2,d_19750301,0,0,0,0,0,0,21.8,4.1,0,0,0
91.8,d_19750401,4.7,0,0,0,0,0,3.5,0,0,0,0
98.7,d_19750501,0,0,0,0,0,0,1.3,0,0,0,0
69.9,d_19750601,30.1,0,0,0,0,0,0,0,0,0,0
41,d_19750701,59,18.3,0.3,0,0,0,0,0,0,0,0
0.6,d_19750801,99.5,92.6,55.6,22.4,1.2,0,0,0,0,0,0
68.2,d_19750901,30.4,11.8,0.1,0,0,0,1.4,0,0,0,0
55.1,d_19751001,44.9,25.8,1.6,0,0,0,0,0,0,0,0
76.2,d_19751101,23.5,5.9,0,0,0,0,0.3,0,0,0,0
54.7,d_19751201,45.3,12.3,0,0,0,0,0,0,0,0,0
28.2,d_19760101,71.8,37.3,5.1,0,0,0,0,0,0,0,0
55,d_19760201,44.9,14.8,0,0,0,0,0,0,0,0,0
56.3,d_19760301,43.7,11.7,0,0,0,0,0,0,0,0,0
19.6,d_19760401,80.5,28.5,0,0,0,0,0,0,0,0,0
98.5,d_19760501,0,0,0,0,0,0,1.5,0,0,0,0
32.1,d_19760601,67.9,20.9,0,0,0,0,0,0,0,0,0
85.3,d_19760701,0,0,0,0,0,0,14.5,9.5,3.2,0.8,0
25.8,d_19760801,66.1,33,0,0,0,0,8.2,6.1,2.3,0.7,0
63.3,d_19760901,24.7,4,0,0,0,0,11.8,8.7,4.6,2.5,0.2
75.5,d_19761001,1.9,0,0,0,0,0,22.6,12.1,6,3.7,0.7
77,d_19761101,8.5,0.1,0,0,0,0,14.5,9.8,5.2,3.1,0.2
76.3,d_19761201,11.9,0.1,0,0,0,0,11.7,8.1,3.8,1.5,0
83.6,d_19770101,2.7,0,0,0,0,0,13.6,9.4,4.7,2.4,0
76.3,d_19770201,15.1,2.3,0,0,0,0,8.6,5.6,2.2,0.1,0
72.9,d_19770301,18.7,2.7,0,0,0,0,8.4,5.4,1.6,0,0
33.1,d_19770401,66.9,11.6,2,0,0,0,0,0,0,0,0
91.5,d_19770501,8.5,0,0,0,0,0,0,0,0,0,0
85.7,d_19770601,14.2,7,0,0,0,0,0,0,0,0,0
74.1,d_19770701,23,7.9,0,0,0,0,2.9,0,0,0,0
87.1,d_19770801,0,0,0,0,0,12.9,0,0,0,0,0
33.7,d_19770901,1.9,0,0,0,0,0,64.4,31,0,0,0
14.2,d_19771001,2.5,0,0,0,0,0,83.3,58.2,25.4,9.6,0
10.6,d_19771101,0,0,0,0,0,0,89.4,71.7,31.8,15.9,0
8.4,d_19771201,0,0,0,0,0,0,91.7,76.5,28.7,7.2,0
0,d_19780101,0,0,0,0,0,0,100,95.1,65.2,38.2,0.9
0,d_19780201,0,0,0,0,0,0,100.1,100.1,91.3,55.3,14.2
0,d_19780301,0,0,0,0,0,0,100.1,100.1,91.2,63.4,14.8
0.4,d_19780401,0,0,0,0,0,0,99.5,95.4,65.4,36.3,0
0,d_19780501,0,0,0,0,0,0,100.1,97.9,72.2,40.4,0
0,d_19780601,0,0,0,0,0,0,100,98,67.6,41.3,0
30.3,d_19780701,0,0,0,0,0,0,69.7,32.5,0,0,0
66.1,d_19780801,0,0,0,0,0,0,33.8,13,0,0,0
82.7,d_19780901,0.9,0,0,0,0,0,16.3,5.7,0,0,0
77.7,d_19781001,15.7,1.3,0,0,0,0,6.6,0,0,0,0
73.7,d_19781101,14.7,2.1,0,0,0,0,11.6,0.4,0,0,0
45.7,d_19781201,0,0,0,0,0,0,54.3,25.9,0.5,0,0
2.4,d_19790101,0,0,0,0,0,0,97.5,68.8,29.2,9.7,0
11.4,d_19790201,0,0,0,0,0,0,88.6,55.4,8.9,0,0
4.2,d_19790301,0,0,0,0,0,0,95.8,61.6,10,0.3,0
0.5,d_19790401,0,0,0,0,0,0,99.5,87.6,11.1,0,0
0,d_19790501,0,0,0,0,0,0,100,100,72.5,19.3,0
0,d_19790601,0,0,0,0,0,0,100.1,100.1,100.1,87.3,20.8
0,d_19790701,0,0,0,0,0,0,100,100,78.5,13.7,0
12.7,d_19790801,0,0,0,0,0,0,87.4,64.2,16.5,5.2,0
68.3,d_19790901,26.8,7.8,0,0,0,0,5,0,0,0,0
7.3,d_19791001,92.7,87.8,59.9,18.1,7.8,0,0,0,0,0,0
5.7,d_19791101,94.2,89.2,64.4,23.9,7.8,0,0,0,0,0,0
1.5,d_19791201,98.6,90.9,65.2,27.8,11.9,0,0,0,0,0,0
2.6,d_19800101,97.4,89,52.8,23.2,10.4,0,0,0,0,0,0
25.2,d_19800201,74.6,45.8,15.1,10.4,1.4,0,0,0,0,0,0
14.9,d_19800301,85.1,66.8,19.3,11.4,1.3,0,0,0,0,0,0
31.7,d_19800401,68.3,40.1,12.1,3.5,0,0,0,0,0,0,0
27.6,d_19800501,72.4,27.7,0,0,0,0,0,0,0,0,0
72.3,d_19800601,27.7,6.2,0,0,0,0,0,0,0,0,0
28.3,d_19800701,71.6,17.3,2.8,0,0,0,0,0,0,0,0
25.9,d_19800801,71,38.1,7.3,1.8,0,0,3.1,0,0,0,0
30.6,d_19800901,63.3,31.7,9.1,4,0.1,0,6.2,0.7,0,0,0
24.9,d_19801001,74.4,52,11.6,6.1,1.1,0,0.8,0,0,0,0
0,d_19801101,100,93.8,77.8,58.8,14,0,0,0,0,0,0
0,d_19801201,100,100,83.3,67.5,19,0,0,0,0,0,0
0,d_19810101,100.1,97.2,73.2,31.2,5.6,0,0,0,0,0,0
0,d_19810201,100,93.1,53.9,12.2,3.2,0,0,0,0,0,0
12.2,d_19810301,87.7,60.4,7.9,2.8,0,0,0,0,0,0,0
60.6,d_19810401,39.3,7.1,0,0,0,0,0,0,0,0,0
84,d_19810501,16.1,0.6,0,0,0,0,0,0,0,0,0
87.3,d_19810601,0,0,0,0,0,0,12.7,0,0,0,0
21.3,d_19810701,0,0,0,0,0,0,78.7,36.6,0,0,0
68.3,d_19810801,5,0,0,0,0,0,26.7,3.6,0,0,0
53.8,d_19810901,4.2,0,0,0,0,0,42,28.1,0.1,0,0
57.3,d_19811001,7.5,2.1,0,0,0,0,35.1,12,0,0,0
54.8,d_19811101,8.6,2.3,0,0,0,0,36.6,17.6,0,0,0
47.7,d_19811201,51.5,24.1,4.9,0,0,0,0.8,0,0,0,0
50.2,d_19820101,40,11.8,0,0,0,0,9.8,0.5,0,0,0
41.7,d_19820201,48.7,25.8,0,0,0,0,9.6,0.4,0,0,0
40.4,d_19820301,58.7,42.1,7,0,0,0,0.8,0,0,0,0
16.3,d_19820401,83.7,67,32.4,6,0,0,0,0,0,0,0
84.3,d_19820501,15.7,0,0,0,0,0,0,0,0,0,0
65.2,d_19820601,34.8,3.7,0,0,0,0,0,0,0,0,0
44.8,d_19820701,55.2,39.4,13.7,0,0,0,0,0,0,0,0
19.1,d_19820801,80.9,54.8,18.6,0.1,0,0,0,0,0,0,0
52,d_19820901,36.7,12.8,0,0,0,0,11.3,6.1,0,0,0
25,d_19821001,74.5,53.2,5.7,0,0,0,0.5,0,0,0,0
64.9,d_19821101,27.4,0.2,0,0,0,0,7.7,0.8,0,0,0
60.5,d_19821201,0,0,0,0,0,0,39.5,8.3,0,0,0
15.5,d_19830101,0,0,0,0,0,0,84.4,30.7,0.3,0,0
18.3,d_19830201,0,0,0,0,0,0,81.6,26,0,0,0
0,d_19830301,0,0,0,0,0,0,100,95.9,23.4,2.6,0
0,d_19830401,0,0,0,0,0,0,100,100,51.2,16.2,0.1
0,d_19830501,0,0,0,0,0,0,100.1,100.1,97.5,21.2,0.1
0,d_19830601,0,0,0,0,0,0,100.1,100.1,62.5,4.6,0
0,d_19830701,0,0,0,0,0,0,100,100,92.7,69.7,1.1
0,d_19830801,0,0,0,0,0,0,100,97.1,36.5,3,0
0,d_19830901,0,0,0,0,0,0,100,100,95.8,71.3,18.4
0,d_19831001,0,0,0,0,0,0,100,100,100,92.4,56.7
0,d_19831101,0,0,0,0,0,0,100,100,100,96,66.2
0,d_19831201,0,0,0,0,0,0,100,99.7,72,49.2,17
0,d_19840101,0,0,0,0,0,0,99.9,99.9,79.3,53.8,16.4
0,d_19840201,0,0,0,0,0,0,100,98.4,59.6,33.5,6.4
0,d_19840301,0,0,0,0,0,0,100,96.2,52.5,16.6,0.7
0,d_19840401,0,0,0,0,0,0,100,98.5,54.1,17.7,3.9
0,d_19840501,0,0,0,0,0,0,100,100,91.4,54.6,5
0.2,d_19840601,0,0,0,0,0,0,99.7,92.3,3.1,0,0
15.4,d_19840701,0,0,0,0,0,0,84.6,36.4,2,0,0
47.9,d_19840801,0,0,0,0,0,0,52.1,24.1,10.5,4.4,0.2
41,d_19840901,0,0,0,0,0,0,59,38.4,10.9,4.7,0.2
29.6,d_19841001,0,0,0,0,0,0,70.3,47.8,14.5,8.8,2.1
13.5,d_19841101,0,0,0,0,0,0,86.4,69.7,28.5,12.2,3.7
0,d_19841201,0,0,0,0,0,0,99.9,99.9,83.3,67.6,38.2
0,d_19850101,0,0,0,0,0,0,100,100,87.4,70.3,45.4
0,d_19850201,0,0,0,0,0,0,100.1,100.1,89.5,69.7,39.1
0,d_19850301,0,0,0,0,0,0,100,100,74.6,59.5,9.6
0,d_19850401,0,0,0,0,0,0,100,100,82.6,38.5,6
0,d_19850501,0,0,0,0,0,0,100.1,100.1,68.4,16.8,0
0,d_19850601,0,0,0,0,0,0,100,100,91.9,53.9,0
0,d_19850701,0,0,0,0,0,0,100,100,50.3,0.6,0
0,d_19850801,0,0,0,0,0,0,100,95.6,14.7,0.1,0
11.7,d_19850901,0,0,0,0,0,0,88.3,69.6,13.7,0,0
0.5,d_19851001,0,0,0,0,0,0,99.5,85.1,66.1,36.8,6.9
0.5,d_19851101,0,0,0,0,0,0,99.6,93.4,67.6,35.7,6.1
1.7,d_19851201,0,0,0,0,0,0,98.3,81.9,29.1,6,0
42.9,d_19860101,0,0,0,0,0,0,57.2,21.1,0,0,0
15.4,d_19860201,0,0,0,0,0,0,84.6,37.9,5.2,0,0
1,d_19860301,0,0,0,0,0,0,98.9,59.4,12.5,0,0
4.9,d_19860401,0,0,0,0,0,0,95.1,74.8,10,0,0
0,d_19860501,0,0,0,0,0,0,100,95.5,35,0,0
0,d_19860601,0,0,0,0,0,0,100,72,0.1,0,0
79.4,d_19860701,5.8,0.6,0,0,0,0,14.8,0,0,0,0
18.3,d_19860801,0,0,0,0,0,0,81.6,43.2,9.4,0.8,0
9,d_19860901,0,0,0,0,0,0,90.9,55.3,17,3.5,0
0,d_19861001,0,0,0,0,0,0,100,93.4,44,17.2,0
3.3,d_19861101,0,0,0,0,0,0,96.7,84.3,37.7,14,0
0,d_19861201,0,0,0,0,0,0,99.9,93.9,55.1,17.2,0.4
2.5,d_19870101,0,0,0,0,0,0,97.5,90.5,34.6,10.3,0
1.2,d_19870201,0,0,0,0,0,0,98.8,91.9,37.9,9.9,0
5,d_19870301,0,0,0,0,0,0,94.9,87.6,12.7,0.4,0
0,d_19870401,0,0,0,0,0,0,100,98.8,43.6,8,0
0,d_19870501,0,0,0,0,0,0,99.9,73,11.7,0,0
0,d_19870601,0,0,0,0,0,0,100.1,100.1,36.6,12.6,0
11.2,d_19870701,0,0,0,0,0,0,89,56.7,14.2,1.2,0
1,d_19870801,0,0,0,0,0,0,99,75.8,20.7,9.8,0
43.3,d_19870901,0,0,0,0,0,0,56.7,28.6,0.6,0,0
33.5,d_19871001,0,0,0,0,0,0,66.4,33.2,1.9,0,0
68.6,d_19871101,0,0,0,0,0,0,31.3,5.1,0,0,0
6.7,d_19871201,0,0,0,0,0,0,93.2,53.2,5.8,0,0
44.5,d_19880101,0,0,0,0,0,0,55.5,21.3,0,0,0
71.5,d_19880201,0.1,0,0,0,0,0,28.5,0.5,0,0,0
90.1,d_19880301,1.8,0,0,0,0,0,8.1,0,0,0,0
34.5,d_19880401,0,0,0,0,0,0,65.5,27.3,0.1,0,0
70.2,d_19880501,0,0,0,0,0,0,29.8,3.6,0,0,0
79.7,d_19880601,0,0,0,0,0,0,20.3,0,0,0,0
39.3,d_19880701,0,0,0,0,0,0,60.7,13.2,0,0,0
6.5,d_19880801,0,0,0,0,0,0,93.5,89.2,70.7,32.6,0.3
14,d_19880901,0.8,0,0,0,0,0,85.2,77,41.4,14.6,0
5.2,d_19881001,0,0,0,0,0,0,94.8,92.2,81.9,67.5,18.5
4.5,d_19881101,0,0,0,0,0,0,95.4,92.5,81.3,64.4,16.2
5.9,d_19881201,0,0,0,0,0,0,94.1,89.6,70.8,44.4,0.4
7.7,d_19890101,0,0,0,0,0,0,92.4,84.3,52,7.7,0
12.5,d_19890201,0,0,0,0,0,0,87.4,76.9,26,0.8,0
14.8,d_19890301,0,0,0,0,0,0,85.2,74.4,24.1,2.8,0
21.9,d_19890401,0,0,0,0,0,0,78.2,59,6.9,0.7,0
74.1,d_19890501,0,0,0,0,0,0,25.9,3.3,0,0,0
100,d_19890601,0,0,0,0,0,0,0,0,0,0,0
16.3,d_19890701,83.7,36.2,6.8,3.9,0,0,0,0,0,0,0
19.8,d_19890801,80.3,68,29.6,9.1,3.2,0,0,0,0,0,0
11.9,d_19890901,88.2,74.6,40.5,20.6,5.1,0,0,0,0,0,0
