0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
3.6,d_19270501,0,0,0,0,0,0,96.4,67.7,7.7,0,0
100,d_19270601,0,0,0,0,0,0,0,0,0,0,0
91.5,d_19270701,0,0,0,0,0,0,8.5,0,0,0,0
55.7,d_19270801,0,0,0,0,0,0,44.3,10.3,0,0,0
45.6,d_19270901,0,0,0,0,0,0,54.5,29.9,0,0,0
41.7,d_19271001,0,0,0,0,0,0,58.3,42.6,0,0,0
44.8,d_19271101,0,0,0,0,0,0,55.2,36.3,0,0,0
46.8,d_19271201,0,0,0,0,0,0,53.2,26.1,0,0,0
73.8,d_19280101,6.3,0,0,0,0,0,19.8,1.2,0,0,0
56.6,d_19280201,0,0,0,0,0,0,43.4,11.2,0,0,0
84.9,d_19280301,0,0,0,0,0,0,15.1,0,0,0,0
91.6,d_19280401,8.4,0,0,0,0,0,0,0,0,0,0
100,d_19280501,0,0,0,0,0,0,0,0,0,0,0
4.8,d_19280601,95.1,22.1,0,0,0,0,0,0,0,0,0
27.9,d_19280701,72,53.9,9.5,1.1,0,0,0,0,0,0,0
59.9,d_19280801,37.4,4.6,0,0,0,0,2.7,0,0,0,0
16.3,d_19280901,83.6,70.8,8.7,0.9,0,0,0,0,0,0,0
77.5,d_19281001,0.7,0,0,0,0,0,21.7,5.1,0,0,0
67.3,d_19281101,28.8,6.8,0,0,0,0,3.8,0,0,0,0
75.3,d_19281201,24.7,0.8,0,0,0,0,0,0,0,0,0
75,d_19290101,25,2.2,0,0,0,0,0,0,0,0,0
62.7,d_19290201,37.3,11.7,0,0,0,0,0,0,0,0,0
64.9,d_19290301,35.1,10.1,0,0,0,0,0,0,0,0,0
74.3,d_19290401,25.7,8.8,0.1,0,0,0,0,0,0,0,0
51.8,d_19290501,48.2,19,0,0,0,0,0,0,0,0,0
72.6,d_19290601,27.4,7.5,0,0,0,0,0,0,0,0,0
34.6,d_19290701,65.4,36.5,2,0,0,0,0,0,0,0,0
59.4,d_19290801,39.7,17.5,1.1,0,0,0,0.9,0,0,0,0
39.3,d_19290901,0,0,0,0,0,0,60.7,14.7,0,0,0
26.7,d_19291001,0,0,0,0,0,0,73.3,23.5,0,0,0
39,d_19291101,0,0,0,0,0,0,61,9.6,0,0,0
49.1,d_19291201,0,0,0,0,0,0,50.8,5.1,0,0,0
27.6,d_19300101,0,0,0,0,0,0,72.4,11.6,0,0,0
41.8,d_19300201,0,0,0,0,0,0,58.2,3.8,0,0,0
1.6,d_19300301,0,0,0,0,0,0,98.4,74.5,0,0,0
29.9,d_19300401,0,0,0,0,0,0,70.1,7.4,0,0,0
27.4,d_19300501,0,0,0,0,0,0,72.6,11.6,0,0,0
81.7,d_19300601,0,0,0,0,0,0,18.3,0,0,0,0
0,d_19300701,0,0,0,0,0,0,100,98,23.5,2.8,0
0,d_19300801,0,0,0,0,0,0,99.9,99.9,47.4,4.6,0
0,d_19300901,0,0,0,0,0,0,100,100,90.2,15,0
0,d_19301001,0,0,0,0,0,0,100,99.9,31.8,0,0
0,d_19301101,0,0,0,0,0,0,99.9,99.9,89.1,58,0
0,d_19301201,0,0,0,0,0,0,100.1,87.7,4,0,0
3.2,d_19310101,0,0,0,0,0,0,96.8,75.4,0,0,0
0,d_19310201,0,0,0,0,0,0,100,100,86,34,0
0,d_19310301,0,0,0,0,0,0,100,98,38.6,2.5,0
9.6,d_19310401,0,0,0,0,0,0,90.3,55.1,0,0,0
0.5,d_19310501,0,0,0,0,0,0,99.6,80.5,0,0,0
0,d_19310601,0,0,0,0,0,0,100,94.7,14.5,0,0
0.1,d_19310701,0,0,0,0,0,0,100,92.4,14.9,0,0
0,d_19310801,0,0,0,0,0,0,100.1,100.1,92.1,46.9,0.4
0,d_19310901,0,0,0,0,0,0,100,100,98.1,95,71.6
0,d_19311001,0,0,0,0,0,0,100.1,100.1,97.2,93.5,78.3
0,d_19311101,0,0,0,0,0,0,99.9,99.7,85.5,47.4,0.1
0,d_19311201,0,0,0,0,0,0,100,100,84.9,42,0
0,d_19320101,0,0,0,0,0,0,100.1,96.4,54.2,21.6,0
0,d_19320201,0,0,0,0,0,0,100,95.9,55.5,20.9,0
0,d_19320301,0,0,0,0,0,0,100,95.9,35.8,0.8,0
0,d_19320401,0,0,0,0,0,0,100,100,54.1,0.2,0
7,d_19320501,0,0,0,0,0,0,93,46.6,0,0,0
78.2,d_19320601,0,0,0,0,0,0,21.8,0,0,0,0
5,d_19320701,0,0,0,0,0,0,95,89.2,17.5,0.9,0
43.2,d_19320801,0,0,0,0,0,0,56.8,22.7,0,0,0
75.1,d_19320901,0,0,0,0,0,0,24.9,1.6,0,0,0
95.6,d_19321001,4.1,0,0,0,0,0,0.3,0,0,0,0
46.9,d_19321101,53.1,20.9,0,0,0,0,0,0,0,0,0
88.9,d_19321201,11,0,0,0,0,0,0.1,0,0,0,0
87.5,d_19330101,2,0,0,0,0,0,10.4,0.3,0,0,0
65.7,d_19330201,0,0,0,0,0,0,34.3,9.2,0,0,0
78.6,d_19330301,2.5,0,0,0,0,0,19,1.6,0,0,0
40.3,d_19330401,59.2,35.8,0.1,0,0,0,0.6,0,0,0,0
45.5,d_19330501,54.5,16.7,0,0,0,0,0,0,0,0,0
81.9,d_19330601,0.9,0,0,0,0,0,17.2,0.1,0,0,0
79.2,d_19330701,6.4,0,0,0,0,0,14.4,0.3,0,0,0
80.7,d_19330801,17.6,1.9,0,0,0,0,1.7,0,0,0,0
74.5,d_19330901,25.6,11.2,0,0,0,0,0,0,0,0,0
78.5,d_19331001,21.5,2.3,0,0,0,0,0,0,0,0,0
69.2,d_19331101,30.8,3.5,0,0,0,0,0,0,0,0,0
67.5,d_19331201,32.5,4.5,0,0,0,0,0,0,0,0,0
41.7,d_19340101,58.3,14.8,0.1,0,0,0,0,0,0,0,0
52.1,d_19340201,47.9,6.8,0,0,0,0,0,0,0,0,0
16.4,d_19340301,83.5,38.5,1.8,0,0,0,0,0,0,0,0
21.6,d_19340401,78.4,31.3,0,0,0,0,0,0,0,0,0
76.4,d_19340501,23.6,0,0,0,0,0,0,0,0,0,0
8.1,d_19340601,91.9,33.9,0,0,0,0,0,0,0,0,0
0,d_19340701,100,94.8,41.1,3.9,0,0,0,0,0,0,0
13.2,d_19340801,86.8,41.5,0,0,0,0,0,0,0,0,0
42,d_19340901,58.1,9.1,0,0,0,0,0,0,0,0,0
57.1,d_19341001,42.9,3.4,0,0,0,0,0,0,0,0,0
67.4,d_19341101,32.6,1.7,0,0,0,0,0,0,0,0,0
96.4,d_19341201,0,0,0,0,0,0,3.6,0,0,0,0
90.6,d_19350101,1.8,0,0,0,0,0,7.7,0,0,0,0
75.2,d_19350201,0,0,0,0,0,0,24.8,1.8,0,0,0
71.3,d_19350301,0,0,0,0,0,0,28.7,7.1,0,0,0
64.6,d_19350401,0,0,0,0,0,0,35.4,7.7,0,0,0
84.4,d_19350501,0,0,0,0,0,0,15.6,0,0,0,0
79.5,d_19350601,0,0,0,0,0,0,20.5,0,0,0,0
55.7,d_19350701,43.8,14,0,0,0,0,0.4,0,0,0,0
56.1,d_19350801,0,0,0,0,0,0,43.8,29,0,0,0
47.2,d_19350901,34.7,9.6,0,0,0,0,18,1.5,0,0,0
51.4,d_19351001,48.2,25.1,1,0,0,0,0.4,0,0,0,0
53.1,d_19351101,44.2,21.1,0,0,0,0,2.7,0,0,0,0
59.3,d_19351201,34.5,7.9,0,0,0,0,6.2,0,0,0,0
65.9,d_19360101,22.8,8.5,0,0,0,0,11.3,0,0,0,0
61.6,d_19360201,27.6,10.9,0,0,0,0,10.8,0,0,0,0
60.2,d_19360301,32.8,11.4,0,0,0,0,7,0,0,0,0
55,d_19360401,0,0,0,0,0,0,45,14.9,0,0,0
63.6,d_19360501,36.3,6.3,0,0,0,0,0,0,0,0,0
68,d_19360601,32,17.4,0,0,0,0,0,0,0,0,0
61,d_19360701,39,18.6,6.1,0,0,0,0,0,0,0,0
11,d_19360801,89,70.7,37.4,21.8,11,0,0,0,0,0,0
19.7,d_19360901,80.3,60.6,28.8,19.9,11.2,0,0,0,0,0,0
9.3,d_19361001,90.8,78.8,32.7,20.7,10.4,0,0,0,0,0,0
31.4,d_19361101,68.6,41.7,17.5,8.9,0.1,0,0,0,0,0,0
46.1,d_19361201,53.9,30.9,9,1.6,0,0,0,0,0,0,0
56.6,d_19370101,43.5,21.4,4.7,0.8,0,0,0,0,0,0,0
60.9,d_19370201,39,19.7,6.2,1.1,0,0,0,0,0,0,0
74.6,d_19370301,25.3,15.3,4.3,0.9,0,0,0.1,0,0,0,0
80,d_19370401,14.3,4.3,0,0,0,0,5.6,0,0,0,0
63.5,d_19370501,0.8,0,0,0,0,0,35.6,12.9,0,0,0
96.1,d_19370601,1.8,0,0,0,0,0,2.1,0,0,0,0
91.7,d_19370701,8.2,0.3,0,0,0,0,0,0,0,0,0
78.1,d_19370801,21.9,1.9,0,0,0,0,0,0,0,0,0
90,d_19370901,10,0.2,0,0,0,0,0,0,0,0,0
92.2,d_19371001,0,0,0,0,0,0,7.8,0,0,0,0
99.3,d_19371101,0,0,0,0,0,0,0.7,0,0,0,0
99.2,d_19371201,0,0,0,0,0,0,0.8,0,0,0,0
99,d_19380101,0,0,0,0,0,0,1,0,0,0,0
99.6,d_19380201,0.1,0,0,0,0,0,0.3,0,0,0,0
99.9,d_19380301,0,0,0,0,0,0,0.1,0,0,0,0
76.1,d_19380401,0,0,0,0,0,0,23.9,0,0,0,0
95.9,d_19380501,0.1,0,0,0,0,0,3.9,0,0,0,0
83.1,d_19380601,0,0,0,0,0,0,16.9,0,0,0,0
86.6,d_19380701,13.4,3.7,0,0,0,0,0,0,0,0,0
88.4,d_19380801,11.6,5.1,0,0,0,0,0,0,0,0,0
74.5,d_19380901,18.8,6.7,0,0,0,0,6.7,0,0,0,0
74.8,d_19381001,25.1,13.7,0,0,0,0,0.1,0,0,0,0
58.9,d_19381101,41.2,23.7,3.1,0,0,0,0,0,0,0,0
71.1,d_19381201,28.7,9.7,0,0,0,0,0.2,0,0,0,0
67,d_19390101,33,11.4,0.7,0,0,0,0,0,0,0,0
80.3,d_19390201,19.6,7,0,0,0,0,0.1,0,0,0,0
54.1,d_19390301,45.9,17.8,1.7,0,0,0,0,0,0,0,0
84.3,d_19390401,15.7,4.4,0,0,0,0,0,0,0,0,0
80.2,d_19390501,19.9,0.4,0,0,0,0,0,0,0,0,0
10.6,d_19390601,89.3,13.5,0,0,0,0,0,0,0,0,0
36.5,d_19390701,63.5,18.2,0,0,0,0,0,0,0,0,0
78.3,d_19390801,21.7,10.6,0,0,0,0,0,0,0,0,0
56.7,d_19390901,43.4,23.2,3.2,0,0,0,0,0,0,0,0
82.1,d_19391001,17.8,2,0,0,0,0,0,0,0,0,0
93.1,d_19391101,0.9,0,0,0,0,0,6,0,0,0,0
93.7,d_19391201,0.5,0,0,0,0,0,5.9,0,0,0,0
93.8,d_19400101,5.1,0,0,0,0,0,1.1,0,0,0,0
75.1,d_19400201,0,0,0,0,0,0,24.9,3.5,0,0,0
78.2,d_19400301,0,0,0,0,0,0,21.8,1,0,0,0
73.5,d_19400401,0,0,0,0,0,0,26.4,0.2,0,0,0
46.7,d_19400501,0,0,0,0,0,0,53.3,0,0,0,0
2.2,d_19400601,0,0,0,0,0,0,97.8,61,0,0,0
81.9,d_19400701,0,0,0,0,0,0,18.1,1.2,0,0,0
91.1,d_19400801,0.5,0,0,0,0,0,8.5,0,0,0,0
29.7,d_19400901,0,0,0,0,0,0,70.2,17.8,0,0,0
38.9,d_19401001,0,0,0,0,0,0,61.1,10.1,0,0,0
84.3,d_19401101,0,0,0,0,0,0,15.8,5.5,0,0,0
29.5,d_19401201,0,0,0,0,0,0,70.5,37.3,9.7,1,0
23,d_19410101,0,0,0,0,0,0,77,48.6,13.7,3.6,0
21.6,d_19410201,0,0,0,0,0,0,78.4,52.1,16.2,3.5,0
45.4,d_19410301,0,0,0,0,0,0,54.7,28.6,5.4,0.2,0
0.3,d_19410401,0,0,0,0,0,0,99.6,91.3,28.2,11.5,0.9
0,d_19410501,0,0,0,0,0,0,100,100,27.1,5.5,0
0,d_19410601,0,0,0,0,0,0,100.1,83.6,17.5,4.9,0
17.3,d_19410701,0,0,0,0,0,0,82.7,69.7,18.3,8.4,1
21.9,d_19410801,0,0,0,0,0,0,78.1,66.9,27.9,9.2,0
21.6,d_19410901,0,0,0,0,0,0,78.4,70.3,43.8,26.9,16
30.4,d_19411001,0,0,0,0,0,0,69.6,58.8,27.2,19.7,11.2
28.6,d_19411101,12.4,0,0,0,0,0,58.9,46.5,21.1,13.3,4
30.7,d_19411201,0,0,0,0,0,0,69.3,56.8,17.4,7,0
52.6,d_19420101,7.2,0,0,0,0,0,40.3,19.1,3.4,0.3,0
64.1,d_19420201,0.9,0,0,0,0,0,35,16.8,1,0,0
69.2,d_19420301,1.1,0,0,0,0,0,29.7,12.2,0.2,0,0
18,d_19420401,0,0,0,0,0,0,82,34.7,1.5,0,0
17.8,d_19420501,0,0,0,0,0,0,82.2,19.8,0,0,0
100,d_19420601,0,0,0,0,0,0,0,0,0,0,0
76.1,d_19420701,23.9,3,0,0,0,0,0,0,0,0,0
69.6,d_19420801,30.4,3.2,0,0,0,0,0,0,0,0,0
18.7,d_19420901,81.3,49.1,3.1,0,0,0,0,0,0,0,0
39.3,d_19421001,60.7,35.8,0.6,0,0,0,0,0,0,0,0
17.6,d_19421101,82.4,65.8,23.9,2.3,0,0,0,0,0,0,0
30.9,d_19421201,69.1,47,10.7,0,0,0,0,0,0,0,0
19.7,d_19430101,80.3,55.6,25,15.1,0,0,0,0,0,0,0
11.8,d_19430201,88.1,67.9,31.1,18.4,1.8,0,0,0,0,0,0
43,d_19430301,57,41.8,19.8,12.6,0,0,0,0,0,0,0
63.5,d_19430401,36.6,23.4,2.2,0,0,0,0,0,0,0,0
57.4,d_19430501,42.6,14.8,0,0,0,0,0,0,0,0,0
83.8,d_19430601,16.2,0,0,0,0,0,0,0,0,0,0
37.1,d_19430701,63,40.4,7.6,0.2,0,0,0,0,0,0,0
78.3,d_19430801,10.5,5.5,0.1,0,0,0,11.1,0,0,0,0
60,d_19430901,8.3,3.6,0,0,0,0,31.7,0,0,0,0
78.7,d_19431001,14.5,4.5,0,0,0,0,6.8,0,0,0,0
71.1,d_19431101,13.3,4.8,0,0,0,0,15.6,0,0,0,0
77.6,d_19431201,22.4,13.4,0.4,0,0,0,0,0,0,0,0
71.8,d_19440101,21.5,12.2,0,0,0,0,6.7,0,0,0,0
73.3,d_19440201,21.7,10.7,0,0,0,0,5,0,0,0,0
72.2,d_19440301,23.1,15.1,0,0,0,0,4.8,0,0,0,0
66.6,d_19440401,7.3,0,0,0,0,0,26.1,0,0,0,0
83,d_19440501,16.9,3.6,0,0,0,0,0,0,0,0,0
47.3,d_19440601,52.7,15.1,0,0,0,0,0,0,0,0,0
17.7,d_19440701,82.3,26.3,4.2,0,0,0,0,0,0,0,0
74,d_19440801,25.9,16,2.7,0,0,0,0,0,0,0,0
88.6,d_19440901,11.3,2.1,0,0,0,0,0,0,0,0,0
67.1,d_19441001,3.4,0,0,0,0,0,29.5,0,0,0,0
47.2,d_19441101,0,0,0,0,0,0,52.8,11.2,0,0,0
74.6,d_19441201,0,0,0,0,0,0,25.4,0.7,0,0,0
80.9,d_19450101,0,0,0,0,0,0,19.1,0,0,0,0
98.4,d_19450201,0,0,0,0,0,0,1.6,0,0,0,0
85.3,d_19450301,0,0,0,0,0,0,14.7,0,0,0,0
56.1,d_19450401,0,0,0,0,0,0,44,2.6,0,0,0
81.5,d_19450501,0,0,0,0,0,0,18.5,0,0,0,0
98,d_19450601,0,0,0,0,0,0,2,0,0,0,0
87,d_19450701,13,0,0,0,0,0,0,0,0,0,0
34.8,d_19450801,65.2,31.5,0,0,0,0,0,0,0,0,0
5.3,d_19450901,94.7,85.7,42.2,14.9,0.9,0,0,0,0,0,0
25.9,d_19451001,74.1,40,13.2,2.6,0,0,0,0,0,0,0
28.2,d_19451101,71.8,40.2,12.9,2.3,0,0,0,0,0,0,0
0,d_19451201,100,93.8,24.4,5.6,0,0,0,0,0,0,0
46.6,d_19460101,53.4,21.4,0,0,0,0,0,0,0,0,0
28.9,d_19460201,71.1,36.7,2.6,0,0,0,0,0,0,0,0
36.6,d_19460301,63.4,31.1,1.8,0,0,0,0,0,0,0,0
40.9,d_19460401,59.2,37.4,7.5,0,0,0,0,0,0,0,0
41.4,d_19460501,58.6,47,0,0,0,0,0,0,0,0,0
54.6,d_19460601,45.4,18.3,0,0,0,0,0,0,0,0,0
4.5,d_19460701,95.5,67.6,16,0.1,0,0,0,0,0,0,0
58.5,d_19460801,41.4,24.2,0.3,0,0,0,0,0,0,0,0
88,d_19460901,11.5,4,0,0,0,0,0.5,0,0,0,0
60.1,d_19461001,39.9,16.7,8.6,3.6,0,0,0,0,0,0,0
81.4,d_19461101,18.6,9.1,0.6,0,0,0,0,0,0,0,0
77.3,d_19461201,22.7,9.2,0.5,0,0,0,0,0,0,0,0
65.6,d_19470101,34.5,10.9,0,0,0,0,0,0,0,0,0
58.4,d_19470201,41.6,20.6,2,0,0,0,0,0,0,0,0
54.1,d_19470301,45.8,23.2,5.8,0.1,0,0,0,0,0,0,0
68.8,d_19470401,31.2,8.3,0,0,0,0,0,0,0,0,0
57,d_19470501,43.1,14.5,0,0,0,0,0,0,0,0,0
15,d_19470601,84.9,40.8,0.1,0,0,0,0,0,0,0,0
0,d_19470701,100,98.8,83.2,65.3,5.6,0,0,0,0,0,0
0.3,d_19470801,99.7,95.8,81.1,55.8,8.7,0,0,0,0,0,0
0,d_19470901,100,99.7,91.3,77.7,46.4,0,0,0,0,0,0
0,d_19471001,100,100,97,81.9,55.8,0,0,0,0,0,0
0,d_19471101,100,96.3,70.7,50.8,10.4,0,0,0,0,0,0
0,d_19471201,100.1,98.9,66.9,31.2,4.9,0,0,0,0,0,0
0,d_19480101,100,100,86.1,58.4,11.4,0,0,0,0,0,0
0.5,d_19480201,99.5,94.3,57.8,26.3,5.1,0,0,0,0,0,0
0,d_19480301,100,100,69.3,34.4,6.8,0,0,0,0,0,0
2.4,d_19480401,97.6,70.7,12.9,0.8,0,0,0,0,0,0,0
0.6,d_19480501,99.3,93,18,0,0,0,0,0,0,0,0
0,d_19480601,100,97.3,11.9,0,0,0,0,0,0,0,0
17.6,d_19480701,82.4,60.5,16.2,0,0,0,0,0,0,0,0
0.3,d_19480801,99.7,85.2,48.3,22.3,0,0,0,0,0,0,0
1.8,d_19480901,98.2,71.3,42.6,18.2,0,0,0,0,0,0,0
29.4,d_19481001,70.6,46.7,6.3,0,0,0,0,0,0,0,0
0.1,d_19481101,100,86.7,53,29.2,3.8,0,0,0,0,0,0
26.5,d_19481201,73.6,50.8,0.6,0,0,0,0,0,0,0,0
94.3,d_19490101,4.4,0.2,0,0,0,0,1.4,0,0,0,0
70.6,d_19490201,5.8,0.8,0,0,0,0,23.6,0.8,0,0,0
72.8,d_19490301,6.8,1.3,0,0,0,0,20.4,0.2,0,0,0
84.5,d_19490401,0,0,0,0,0,0,15.5,0.1,0,0,0
58.5,d_19490501,0,0,0,0,0,0,41.5,8.7,0,0,0
29.3,d_19490601,0,0,0,0,0,0,70.8,37.8,1.9,0,0
11,d_19490701,0,0,0,0,0,0,89,78.2,33.5,3.7,0
15,d_19490801,0,0,0,0,0,0,85,71.6,19.6,0,0
13.6,d_19490901,0,0,0,0,0,0,86.4,76,34.7,2.8,0
50.9,d_19491001,5.6,1.5,0,0,0,0,43.6,8.7,0,0,0
88.3,d_19491101,8,0.3,0,0,0,0,3.6,0,0,0,0
85.1,d_19491201,0,0,0,0,0,0,14.9,0.3,0,0,0
94.5,d_19500101,2.3,0,0,0,0,0,3.2,0,0,0,0
94.9,d_19500201,1.5,0,0,0,0,0,3.6,0,0,0,0
92,d_19500301,8,0,0,0,0,0,0,0,0,0,0
20.7,d_19500401,79.3,22.5,0,0,0,0,0,0,0,0,0
74.1,d_19500501,25.9,4.1,0,0,0,0,0,0,0,0,0
57.2,d_19500601,42.8,18.8,0,0,0,0,0,0,0,0,0
50.2,d_19500701,1.3,0,0,0,0,0,48.5,18.5,1.1,0,0
60.3,d_19500801,29.3,18.2,0,0,0,0,10.4,1.1,0,0,0
23.5,d_19500901,74.2,52.4,20.1,9,0,0,2.2,0.2,0,0,0
21,d_19501001,78,62.9,23.1,9.5,0,0,1,0,0,0,0
17.5,d_19501101,82.3,76.6,42.5,20.6,3.3,0,0.2,0,0,0,0
13.4,d_19501201,86.6,80.5,53.8,25.3,3.8,0,0,0,0,0,0
17.8,d_19510101,82.3,73.9,29,12.6,0,0,0,0,0,0,0
15.3,d_19510201,84.8,76.5,30.9,12.2,0,0,0,0,0,0,0
7.8,d_19510301,92.3,84.9,51.5,16.2,1.5,0,0,0,0,0,0
0,d_19510401,100,100,81.6,66.5,24.1,0,0,0,0,0,0
1.9,d_19510501,98.1,74.2,18.8,6,0,0,0,0,0,0,0
7.9,d_19510601,92.1,62.7,16.5,0,0,0,0,0,0,0,0
2.7,d_19510701,97.2,71.4,28.1,1.7,0,0,0,0,0,0,0
34.9,d_19510801,65.1,41.1,0,0,0,0,0,0,0,0,0
28,d_19510901,70.2,48.8,0.5,0,0,0,1.8,0,0,0,0
36.5,d_19511001,53.4,26.7,0,0,0,0,10.1,2.2,0,0,0
58.9,d_19511101,29.3,0,0,0,0,0,11.8,4.8,0,0,0
77.8,d_19511201,10.5,0,0,0,0,0,11.7,5.2,0,0,0
24,d_19520101,71,41.8,0,0,0,0,5,3.3,0,0,0
19.5,d_19520201,76.4,58.1,0,0,0,0,4.1,0,0,0,0
74.1,d_19520301,19.8,0,0,0,0,0,6.1,4.6,0,0,0
82.9,d_19520401,0,0,0,0,0,0,17,6.1,0.4,0,0
89.6,d_19520501,0,0,0,0,0,0,10.4,1.9,0,0,0
0,d_19520601,0,0,0,0,0,0,100,97.6,0,0,0
43.6,d_19520701,0,0,0,0,0,0,56.4,11.2,0,0,0
50.2,d_19520801,0,0,0,0,0,0,49.7,2.8,0,0,0
94.8,d_19520901,3,0,0,0,0,0,2.1,0,0,0,0
89.5,d_19521001,10.2,0.4,0,0,0,0,0.2,0,0,0,0
55.5,d_19521101,0.3,0,0,0,0,0,44.1,4.5,0,0,0
95.2,d_19521201,4.8,0,0,0,0,0,0,0,0,0,0
22.8,d_19530101,77.1,39.2,2.9,0,0,0,0,0,0,0,0
43.8,d_19530201,56.1,21.3,0,0,0,0,0,0,0,0,0
16,d_19530301,84.1,49,8.2,0,0,0,0,0,0,0,0
32,d_19530401,68.1,9.2,0,0,0,0,0,0,0,0,0
30.3,d_19530501,69.7,13.2,0,0,0,0,0,0,0,0,0
60.7,d_19530601,39.3,3.7,0,0,0,0,0,0,0,0,0
68.7,d_19530701,2,0,0,0,0,0,29.3,0.5,0,0,0
21.2,d_19530801,78.8,44,24.4,13.8,3.9,0,0,0,0,0,0
0,d_19530901,100,97.9,47.1,31.4,21.7,0,0,0,0,0,0
0.2,d_19531001,99.7,89,37.9,28.2,15.8,0,0,0,0,0,0
0,d_19531101,100.1,100.1,83,42.1,25.5,0,0,0,0,0,0
0,d_19531201,100,100,100,96.5,43.7,0,0,0,0,0,0
0,d_19540101,100,100,99.8,84.4,39.3,0,0,0,0,0,0
0,d_19540201,100,100,100,85.8,39.2,0,0,0,0,0,0
0,d_19540301,100,99.2,88,56.4,23,0,0,0,0,0,0
0,d_19540401,100,100,100,97.7,91.1,0,0,0,0,0,0
0,d_19540501,100,98.8,75.2,37.6,2.2,0,0,0,0,0,0
25.2,d_19540601,74.8,41,8.9,1.9,0,0,0,0,0,0,0
65.5,d_19540701,28.2,7.3,0,0,0,0,6.4,3.9,0,0,0
47.5,d_19540801,0,0,0,0,0,0,52.4,15.7,0,0,0
24.7,d_19540901,0,0,0,0,0,0,75.3,35.9,5,0,0
26.8,d_19541001,0,0,0,0,0,0,73.1,28.4,0.7,0,0
34,d_19541101,0,0,0,0,0,0,66,19,0,0,0
99.5,d_19541201,0.1,0,0,0,0,0,0.4,0,0,0,0
75,d_19550101,0,0,0,0,0,0,25,0,0,0,0
100,d_19550201,0,0,0,0,0,0,0,0,0,0,0
96.9,d_19550301,3.1,0,0,0,0,0,0,0,0,0,0
69.3,d_19550401,30.6,17.6,2.9,0,0,0,0,0,0,0,0
0.1,d_19550501,99.9,74.9,22.5,6.6,0,0,0,0,0,0,0
10.1,d_19550601,89.9,71.9,38.1,9.3,0,0,0,0,0,0,0
66.6,d_19550701,14.5,2.4,0,0,0,0,19,8.8,0.7,0,0
44.4,d_19550801,3.9,0,0,0,0,0,51.7,38.4,18.1,4.7,0
41.2,d_19550901,8,1.1,0,0,0,0,50.8,37.9,15.2,4.4,0
46.4,d_19551001,23.9,12.7,0.3,0,0,0,29.7,18.1,1,0,0
46.6,d_19551101,23.3,12.5,0,0,0,0,30.1,16.7,0.5,0,0
49.8,d_19551201,30.9,19.2,2.2,0,0,0,19.3,4.9,0,0,0
49.8,d_19560101,31.5,19.5,1.3,0,0,0,18.7,4.7,0,0,0
55,d_19560201,33.6,21.1,2.2,0,0,0,11.5,2.3,0,0,0
49.2,d_19560301,45.1,27.7,4.4,0.4,0,0,5.7,0,0,0,0
1.3,d_19560401,98.7,84.6,33.5,10.5,0,0,0,0,0,0,0
0,d_19560501,100,100,100,98.9,56.8,0,0,0,0,0,0
0,d_19560601,100,100,94.1,37.1,4.7,0,0,0,0,0,0
7.1,d_19560701,92.9,67.9,40,25.9,10.7,0,0,0,0,0,0
0,d_19560801,99.9,99.8,72.7,47.8,22.6,0,0,0,0,0,0
0,d_19560901,100.1,100.1,95.8,79.1,51.2,0,0,0,0,0,0
0,d_19561001,99.9,99.9,97.9,83.2,56.6,0,0,0,0,0,0
0,d_19561101,99.9,99.9,98.2,86,64.2,0,0,0,0,0,0
0,d_19561201,99.9,99.9,97.1,80.6,52.7,0,0,0,0,0,0
0,d_19570101,100,98.7,70.1,38.5,18.6,0,0,0,0,0,0
0,d_19570201,100.1,100,75.2,41.8,21.9,0,0,0,0,0,0
0.1,d_19570301,99.9,96.8,58.4,31.7,4.8,0,0,0,0,0,0
0,d_19570401,100,100,92.1,31.5,0,0,0,0,0,0,0
0.9,d_19570501,99.2,72.9,2.8,0,0,0,0,0,0,0,0
75.6,d_19570601,24.4,8.7,0,0,0,0,0,0,0,0,0
67.6,d_19570701,32.4,4.2,0,0,0,0,0,0,0,0,0
67.6,d_19570801,0,0,0,0,0,0,32.5,16.7,4,0,0
67.2,d_19570901,5.2,0.1,0,0,0,0,27.5,15.1,1.5,0,0
60.8,d_19571001,4.9,0.2,0,0,0,0,34.3,21.3,1.8,0,0
58.7,d_19571101,2.4,0,0,0,0,0,38.9,24.6,5.5,0,0
62.9,d_19571201,17.2,2.9,0,0,0,0,20,10.1,0,0,0
56.5,d_19580101,32.8,12,1.3,0,0,0,10.7,1.7,0,0,0
70.9,d_19580201,17.6,4,0,0,0,0,11.5,0.6,0,0,0
61.1,d_19580301,0,0,0,0,0,0,39,23,0.4,0,0
36.3,d_19580401,0,0,0,0,0,0,63.7,25.2,0,0,0
92.3,d_19580501,0,0,0,0,0,0,7.7,0,0,0,0
16.9,d_19580601,0,0,0,0,0,0,83.2,24.4,0,0,0
64.3,d_19580701,0,0,0,0,0,0,35.7,12.7,0,0,0
11.6,d_19580801,0,0,0,0,0,0,88.4,43.1,6.8,0,0
0,d_19580901,0,0,0,0,0,0,100,100,88,50.7,9.1
0,d_19581001,0,0,0,0,0,0,100,100,97.7,87.3,40.7
0,d_19581101,0,0,0,0,0,0,100,99.5,87.8,57.4,5.1
25.5,d_19581201,0,0,0,0,0,0,74.6,32.1,1.4,0,0
