date,name,well,level,evi,evi_mean,evi_sd,evi_cv,dtg_mean,dtg_sd,dtg_cv,evi_z,dtg_z,month,reach,year,wy_ppt,distance,perm_name,percent_flowing,method
2001-04-30T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,15.55,0.21541710665258704,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.4675889898320915,0.035191988099151875,4,1,2001,159.27499891072512,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2001-05-01T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,15.19,0.19585290782439663,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.2028693493292185,-0.28799973934203155,5,1,2001,159.27499891072512,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2001-05-09T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,15.22,0.20543579044969873,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.3325336031956182,-0.2610670953885987,5,1,2001,159.27499891072512,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2001-08-10T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,15.7,0.3874153213575546,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,2.794865765317939,0.1698552078663099,8,1,2001,159.27499891072512,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2001-09-05T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,15.46,0.3893821679615243,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,2.8214788114487592,-0.04560594376114358,9,1,2001,159.27499891072512,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2002-06-13T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,17.2,0.16981562874593303,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,-0.14943637082080455,1.516487405537903,6,1,2002,54.94399909628555,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2002-07-24T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,17.62,0.18412880577870788,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.04423264224966823,1.8935444208859504,7,1,2002,54.94399909628555,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2003-08-12T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,16.67,0.157789334280823,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,-0.3121619889431432,1.040677362360609,8,1,2003,97.51200070313644,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2004-04-22T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,15.12,0.18182827637898008,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.013104594481889385,-0.3508425752333728,4,1,2004,156.3220005966723,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2006-09-25T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,14.58,0.35094557039246255,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,2.301400152466087,-0.8356301663951455,9,1,2006,55.61099902517162,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2007-04-11T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,15.09,0.1494383026907834,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,-0.42515828895814867,-0.37777521918680407,4,1,2007,109.58800121769309,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2007-05-10T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,15.23,0.21217066915364885,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.4236620304313496,-0.25208954740412154,5,1,2007,109.58800121769309,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2007-06-13T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,16.12,0.20001314794727676,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.25916080697621285,0.5469122232143575,6,1,2007,109.58800121769309,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2007-07-18T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,16.42,0.19798628080195485,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.23173563374174472,0.8162386627486767,7,1,2007,109.58800121769309,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2007-08-10T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,13.13,0.43754400375498714,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,3.473147912195837,-2.1373746241443516,8,1,2007,109.58800121769309,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2007-09-10T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,14.28,0.2774935188975304,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,1.3075337111825596,-1.1049566059294647,9,1,2007,109.58800121769309,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2008-04-22T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,14.97,0.13427148343734996,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,-0.6303777807246979,-0.4855057950005308,4,1,2008,110.45600110664964,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2009-06-22T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,16.56,0.15248440320486434,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,-0.38394205311304874,0.941924334531356,6,1,2009,112.65700001828372,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2009-07-31T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,16.82,0.16069201995012466,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,-0.2728862734580206,1.175340582127767,7,1,2009,112.65700001828372,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2009-09-24T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,16.7,0.18460160551980365,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.050630010145581134,1.0676100063140386,9,1,2009,112.65700001828372,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2010-06-24T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,17.26,0.14036972752569082,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,-0.5478635414787618,1.5703526934447687,6,1,2010,176.92399798333645,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2010-07-15T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,17.31,0.1687724182236737,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,-0.16355186396450458,1.6152404333671526,7,1,2010,176.92399798333645,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2010-09-08T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,14.95,0.3634949259219971,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,2.4712032153716996,-0.5034608909694867,9,1,2010,176.92399798333645,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2011-09-21T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,16.18,0.18941298736129275,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.11573194877267158,0.60077751112122,9,1,2011,22.716000258922577,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2021-07-09T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,17.42,0.18169242189081583,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.01126637194165831,1.7139934611964054,7,1,2021,74.77809857670218,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2022-04-04T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,15.81,0.15327293980128578,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,-0.3732725068586289,0.26860823569556114,4,1,2022,92.7197968265973,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
2022-06-27T07:00:00Z,D-24-22 04CBA3 [PAL-US],alluvial,17.94,0.209717980959224,0.18085977668050868,0.07390535432514717,0.4086334489713653,15.5108,1.1138898970287425,0.07181382630352674,0.3904751494966581,2.180825956389224,6,1,2022,92.7197968265973,NA,NA,NA,obs relative to whole year - MOD09 daily EVI
