date,name,well,level,evi,evi_mean,evi_sd,dtg_mean,dtg_sd,evi_cv,dtg_cv,evi_z,dtg_z,month,reach,year,wy_ppt,method
2015-09-29T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,32.57,0.1905926352128884,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,0.36547847006842693,-0.6489268077277254,9,NA,2015,257.16300054988824,obs relative to whole year - MOD09 daily EVI
2012-04-11T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,31.77,0.12050566907172736,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,-0.7629175417041603,-1.2001546507420866,4,NA,2012,136.56950004585087,obs relative to whole year - MOD09 daily EVI
2015-04-02T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,32.08,0.12238261988136928,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,-0.7326987446224381,-0.9865538615740226,4,NA,2015,257.16300054988824,obs relative to whole year - MOD09 daily EVI
2016-04-11T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,32.96,0.1275818075238785,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,-0.6489921309212744,-0.38020323425822417,4,NA,2016,169.88800048059784,obs relative to whole year - MOD09 daily EVI
2017-04-04T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,32.55,0.13627588914700783,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,-0.5090179307282515,-0.6627075038030865,4,NA,2017,173.4200003668666,obs relative to whole year - MOD09 daily EVI
2018-04-11T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,32.88,0.1238009890802881,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,-0.7098630843649009,-0.435326018559659,4,NA,2018,227.54100006027147,obs relative to whole year - MOD09 daily EVI
2020-04-08T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,31.09,0.11456254158349977,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,-0.8586015429443509,-1.6686983173042929,4,NA,2020,396.741999451071,obs relative to whole year - MOD09 daily EVI
2001-05-07T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,33.1,0.2028694593438415,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,0.5631346128482355,-0.28373836173071065,5,NA,2001,216.20799861650448,obs relative to whole year - MOD09 daily EVI
2002-06-17T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,35.08,0.1071154038969286,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,-0.9785000194702607,1.0805505497298298,6,NA,2002,101.57899911701679,obs relative to whole year - MOD09 daily EVI
2003-04-18T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,33.18,0.17660728117738192,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,0.14031509682283824,-0.22861557742927577,4,NA,2003,166.25600001215935,obs relative to whole year - MOD09 daily EVI
2004-06-16T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,34.39,0.17096892586249082,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,0.049537909557153474,0.6051165351299453,6,NA,2004,271.6819999702275,obs relative to whole year - MOD09 daily EVI
2005-04-20T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,33.73,0.14560860123179892,0.16789202577279444,0.06211202929640106,33.51179104477612,1.4513054994196988,0.3699522297768702,0.04330730928348669,-0.3587618178542861,0.15035356464309524,4,NA,2005,267.7259992361069,obs relative to whole year - MOD09 daily EVI
