date,name,well,level,dtg_mean,dtg_sd,dtg_cv,dtg_z
2015-09-29T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.57,33.53237113402062,1.458122203666326,0.04348401721544149,-0.6600071870525117
2001-03-01T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.05,33.53237113402062,1.458122203666326,0.04348401721544149,-1.0166302455948661
2002-01-16T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,34.51,33.53237113402062,1.458122203666326,0.04348401721544149,0.670471146740109
2006-03-10T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,35.88,33.53237113402062,1.458122203666326,0.04348401721544149,1.6100357432843866
2007-02-21T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,33.23,33.53237113402062,1.458122203666326,0.04348401721544149,-0.2073702281333745
2008-02-20T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,34.3,33.53237113402062,1.458122203666326,0.04348401721544149,0.5264502961749277
2009-02-25T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,31.24,33.53237113402062,1.458122203666326,0.04348401721544149,-1.5721392406319912
2010-03-17T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,30.14,33.53237113402062,1.458122203666326,0.04348401721544149,-2.326534172163889
2011-03-17T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,31.18,33.53237113402062,1.458122203666326,0.04348401721544149,-1.6132880550791848
2012-04-11T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,31.77,33.53237113402062,1.458122203666326,0.04348401721544149,-1.2086580463484389
2013-01-16T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.78,33.53237113402062,1.458122203666326,0.04348401721544149,-0.5159863364873304
2013-03-19T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.24,33.53237113402062,1.458122203666326,0.04348401721544149,-0.8863256665120803
2014-03-11T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.94,33.53237113402062,1.458122203666326,0.04348401721544149,-0.40625616462814734
2015-04-02T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.08,33.53237113402062,1.458122203666326,0.04348401721544149,-0.9960558383712682
2016-04-11T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.96,33.53237113402062,1.458122203666326,0.04348401721544149,-0.39253989314574705
2017-01-18T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.9,33.53237113402062,1.458122203666326,0.04348401721544149,-0.4336887075929431
2017-04-04T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.55,33.53237113402062,1.458122203666326,0.04348401721544149,-0.673723458534912
2018-01-17T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,33.5,33.53237113402062,1.458122203666326,0.04348401721544149,-0.022200563120997087
2018-03-05T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.96,33.53237113402062,1.458122203666326,0.04348401721544149,-0.39253989314574705
2018-04-11T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.88,33.53237113402062,1.458122203666326,0.04348401721544149,-0.44740497907533855
2019-01-30T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,33.18,33.53237113402062,1.458122203666326,0.04348401721544149,-0.24166090683936797
2019-03-22T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.56,33.53237113402062,1.458122203666326,0.04348401721544149,-0.6668653227937095
2019-03-27T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,32.49,33.53237113402062,1.458122203666326,0.04348401721544149,-0.7148722729821032
2020-04-08T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,31.09,33.53237113402062,1.458122203666326,0.04348401721544149,-1.6750112767499765
2021-02-11T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,34.26,33.53237113402062,1.458122203666326,0.04348401721544149,0.4990177532101319
2022-03-28T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,35.35,33.53237113402062,1.458122203666326,0.04348401721544149,1.2465545490008345
2023-03-29T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,34.05,33.53237113402062,1.458122203666326,0.04348401721544149,0.3549969026449506
2024-01-19T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,36.67,33.53237113402062,1.458122203666326,0.04348401721544149,2.1518284668391137
2000-05-11T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,33.71,33.53237113402062,1.458122203666326,0.04348401721544149,0.12182028744418426
2001-05-07T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,33.1,33.53237113402062,1.458122203666326,0.04348401721544149,-0.29652599276895947
2002-06-17T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,35.08,33.53237113402062,1.458122203666326,0.04348401721544149,1.061384883988457
2003-04-18T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],Upland,33.18,33.53237113402062,1.458122203666326,0.04348401721544149,-0.24166090683936797
